"Actual","Predicted","_defaultColorIndex","id","nPredictions","name"
"waveOut","waveOut","6","u6l07gou","5833","cnn_lstm_50_10_thesis_pretrained_45"
"fist","fist","5","4yg9av52","4611","cnn_lstm_50_10_thesis_pretrained_44"
"fist","noGesture","5","4yg9av52","8","cnn_lstm_50_10_thesis_pretrained_44"
"fist","open","5","4yg9av52","860","cnn_lstm_50_10_thesis_pretrained_44"
"fist","pinch","5","4yg9av52","1077","cnn_lstm_50_10_thesis_pretrained_44"
"fist","waveIn","5","4yg9av52","969","cnn_lstm_50_10_thesis_pretrained_44"
"fist","waveOut","5","4yg9av52","125","cnn_lstm_50_10_thesis_pretrained_44"
"noGesture","fist","5","4yg9av52","13","cnn_lstm_50_10_thesis_pretrained_44"
"noGesture","noGesture","5","4yg9av52","7436","cnn_lstm_50_10_thesis_pretrained_44"
"noGesture","open","5","4yg9av52","13","cnn_lstm_50_10_thesis_pretrained_44"
"noGesture","pinch","5","4yg9av52","40","cnn_lstm_50_10_thesis_pretrained_44"
"noGesture","waveIn","5","4yg9av52","111","cnn_lstm_50_10_thesis_pretrained_44"
"noGesture","waveOut","5","4yg9av52","37","cnn_lstm_50_10_thesis_pretrained_44"
"open","fist","5","4yg9av52","562","cnn_lstm_50_10_thesis_pretrained_44"
"open","noGesture","5","4yg9av52","7","cnn_lstm_50_10_thesis_pretrained_44"
"open","open","5","4yg9av52","4246","cnn_lstm_50_10_thesis_pretrained_44"
"open","pinch","5","4yg9av52","911","cnn_lstm_50_10_thesis_pretrained_44"
"open","waveIn","5","4yg9av52","289","cnn_lstm_50_10_thesis_pretrained_44"
"open","waveOut","5","4yg9av52","1635","cnn_lstm_50_10_thesis_pretrained_44"
"pinch","fist","5","4yg9av52","890","cnn_lstm_50_10_thesis_pretrained_44"
"pinch","noGesture","5","4yg9av52","37","cnn_lstm_50_10_thesis_pretrained_44"
"pinch","open","5","4yg9av52","942","cnn_lstm_50_10_thesis_pretrained_44"
"pinch","pinch","5","4yg9av52","4435","cnn_lstm_50_10_thesis_pretrained_44"
"pinch","waveIn","5","4yg9av52","727","cnn_lstm_50_10_thesis_pretrained_44"
"pinch","waveOut","5","4yg9av52","619","cnn_lstm_50_10_thesis_pretrained_44"
"waveIn","fist","5","4yg9av52","711","cnn_lstm_50_10_thesis_pretrained_44"
"waveIn","noGesture","5","4yg9av52","12","cnn_lstm_50_10_thesis_pretrained_44"
"waveIn","open","5","4yg9av52","375","cnn_lstm_50_10_thesis_pretrained_44"
"waveIn","pinch","5","4yg9av52","1124","cnn_lstm_50_10_thesis_pretrained_44"
"waveIn","waveIn","5","4yg9av52","5212","cnn_lstm_50_10_thesis_pretrained_44"
"waveIn","waveOut","5","4yg9av52","216","cnn_lstm_50_10_thesis_pretrained_44"
"waveOut","fist","5","4yg9av52","29","cnn_lstm_50_10_thesis_pretrained_44"
"waveOut","noGesture","5","4yg9av52","5","cnn_lstm_50_10_thesis_pretrained_44"
"waveOut","open","5","4yg9av52","1020","cnn_lstm_50_10_thesis_pretrained_44"
"waveOut","pinch","5","4yg9av52","262","cnn_lstm_50_10_thesis_pretrained_44"
"waveOut","waveIn","5","4yg9av52","89","cnn_lstm_50_10_thesis_pretrained_44"
"waveOut","waveOut","5","4yg9av52","6245","cnn_lstm_50_10_thesis_pretrained_44"
"fist","fist","4","6mcjw76e","5338","cnn_lstm_50_10_thesis_pretrained_43"
"fist","noGesture","4","6mcjw76e","19","cnn_lstm_50_10_thesis_pretrained_43"
"fist","open","4","6mcjw76e","637","cnn_lstm_50_10_thesis_pretrained_43"
"fist","pinch","4","6mcjw76e","633","cnn_lstm_50_10_thesis_pretrained_43"
"fist","waveIn","4","6mcjw76e","935","cnn_lstm_50_10_thesis_pretrained_43"
"fist","waveOut","4","6mcjw76e","88","cnn_lstm_50_10_thesis_pretrained_43"
"noGesture","fist","4","6mcjw76e","18","cnn_lstm_50_10_thesis_pretrained_43"
"noGesture","noGesture","4","6mcjw76e","7498","cnn_lstm_50_10_thesis_pretrained_43"
"noGesture","open","4","6mcjw76e","17","cnn_lstm_50_10_thesis_pretrained_43"
"noGesture","pinch","4","6mcjw76e","29","cnn_lstm_50_10_thesis_pretrained_43"
"noGesture","waveIn","4","6mcjw76e","67","cnn_lstm_50_10_thesis_pretrained_43"
"noGesture","waveOut","4","6mcjw76e","21","cnn_lstm_50_10_thesis_pretrained_43"
"open","fist","4","6mcjw76e","330","cnn_lstm_50_10_thesis_pretrained_43"
"open","noGesture","4","6mcjw76e","24","cnn_lstm_50_10_thesis_pretrained_43"
"open","open","4","6mcjw76e","4240","cnn_lstm_50_10_thesis_pretrained_43"
"open","pinch","4","6mcjw76e","1098","cnn_lstm_50_10_thesis_pretrained_43"
"open","waveIn","4","6mcjw76e","290","cnn_lstm_50_10_thesis_pretrained_43"
"open","waveOut","4","6mcjw76e","1668","cnn_lstm_50_10_thesis_pretrained_43"
"pinch","fist","4","6mcjw76e","406","cnn_lstm_50_10_thesis_pretrained_43"
"pinch","noGesture","4","6mcjw76e","47","cnn_lstm_50_10_thesis_pretrained_43"
"pinch","open","4","6mcjw76e","1087","cnn_lstm_50_10_thesis_pretrained_43"
"pinch","pinch","4","6mcjw76e","5112","cnn_lstm_50_10_thesis_pretrained_43"
"pinch","waveIn","4","6mcjw76e","484","cnn_lstm_50_10_thesis_pretrained_43"
