"epoch","cnn_lstm_eeg_thesis_51 - _step","cnn_lstm_eeg_thesis_51 - _step__MIN","cnn_lstm_eeg_thesis_51 - _step__MAX","cnn_lstm_eeg_thesis_51 - train/loss","cnn_lstm_eeg_thesis_51 - train/loss__MIN","cnn_lstm_eeg_thesis_51 - train/loss__MAX","cnn_lstm_eeg_thesis_50 - _step","cnn_lstm_eeg_thesis_50 - _step__MIN","cnn_lstm_eeg_thesis_50 - _step__MAX","cnn_lstm_eeg_thesis_50 - train/loss","cnn_lstm_eeg_thesis_50 - train/loss__MIN","cnn_lstm_eeg_thesis_50 - train/loss__MAX","cnn_lstm_eeg_thesis_49 - _step","cnn_lstm_eeg_thesis_49 - _step__MIN","cnn_lstm_eeg_thesis_49 - _step__MAX","cnn_lstm_eeg_thesis_49 - train/loss","cnn_lstm_eeg_thesis_49 - train/loss__MIN","cnn_lstm_eeg_thesis_49 - train/loss__MAX","cnn_lstm_eeg_thesis_48 - _step","cnn_lstm_eeg_thesis_48 - _step__MIN","cnn_lstm_eeg_thesis_48 - _step__MAX","cnn_lstm_eeg_thesis_48 - train/loss","cnn_lstm_eeg_thesis_48 - train/loss__MIN","cnn_lstm_eeg_thesis_48 - train/loss__MAX","cnn_lstm_eeg_thesis_47 - _step","cnn_lstm_eeg_thesis_47 - _step__MIN","cnn_lstm_eeg_thesis_47 - _step__MAX","cnn_lstm_eeg_thesis_47 - train/loss","cnn_lstm_eeg_thesis_47 - train/loss__MIN","cnn_lstm_eeg_thesis_47 - train/loss__MAX","cnn_lstm_eeg_thesis_46 - _step","cnn_lstm_eeg_thesis_46 - _step__MIN","cnn_lstm_eeg_thesis_46 - _step__MAX","cnn_lstm_eeg_thesis_46 - train/loss","cnn_lstm_eeg_thesis_46 - train/loss__MIN","cnn_lstm_eeg_thesis_46 - train/loss__MAX","cnn_lstm_eeg_thesis_45 - _step","cnn_lstm_eeg_thesis_45 - _step__MIN","cnn_lstm_eeg_thesis_45 - _step__MAX","cnn_lstm_eeg_thesis_45 - train/loss","cnn_lstm_eeg_thesis_45 - train/loss__MIN","cnn_lstm_eeg_thesis_45 - train/loss__MAX","cnn_lstm_eeg_thesis_44 - _step","cnn_lstm_eeg_thesis_44 - _step__MIN","cnn_lstm_eeg_thesis_44 - _step__MAX","cnn_lstm_eeg_thesis_44 - train/loss","cnn_lstm_eeg_thesis_44 - train/loss__MIN","cnn_lstm_eeg_thesis_44 - train/loss__MAX","cnn_lstm_eeg_thesis_43 - _step","cnn_lstm_eeg_thesis_43 - _step__MIN","cnn_lstm_eeg_thesis_43 - _step__MAX","cnn_lstm_eeg_thesis_43 - train/loss","cnn_lstm_eeg_thesis_43 - train/loss__MIN","cnn_lstm_eeg_thesis_43 - train/loss__MAX","cnn_lstm_eeg_thesis_42 - _step","cnn_lstm_eeg_thesis_42 - _step__MIN","cnn_lstm_eeg_thesis_42 - _step__MAX","cnn_lstm_eeg_thesis_42 - train/loss","cnn_lstm_eeg_thesis_42 - train/loss__MIN","cnn_lstm_eeg_thesis_42 - train/loss__MAX"
"32","332.5","328","337","0.06312418209854513","0.0023046762216836214","0.28528541326522827","332.5","328","337","0.058054111583624037","0.001301935757510364","0.20333808660507202","332.5","328","337","0.07319765822030604","0.0049345833249390125","0.17842663824558258","332.5","328","337","0.04181351303122938","0.003771531395614147","0.12846872210502625","332.5","328","337","0.047683413093909624","0.007727041374891996","0.14064541459083557","332.5","328","337","0.02703303792513907","0.003982071299105883","0.11472570151090622","332.5","328","337","0.04725306271575391","0.004022850189357996","0.1189298927783966","332.5","328","337","0.04741901475936174","0.0014400952495634556","0.11020275205373764","332.5","328","337","0.05323087573051453","0.011167752556502819","0.13969293236732483","332.5","328","337","0.08504380215890706","0.00626797741279006","0.203558549284935"
"33","343","339","347","0.06555566703900695","0.003761079628020525","0.14017945528030396","343","339","347","0.08087662131422096","0.013200711458921432","0.24996040761470795","343","339","347","0.04502737374665836","0.0015398439718410373","0.13266412913799286","343","339","347","0.030002616138921842","0.0021429238840937614","0.1038052961230278","343","339","347","0.03769502341229883","0.0008636217098683119","0.06622639298439026","343","339","347","0.04437016545691424","0.005385722499340773","0.14976336061954498","343","339","347","0.08519230338020457","0.005751612596213818","0.19991618394851685","343","339","347","0.05001757963974443","0.0038230891805142164","0.17689573764801025","343","339","347","0.05102716833870444","0.0020123880822211504","0.11162769049406052","343","339","347","0.06518468364245361","0.0117108765989542","0.12120946496725082"
"34","353","349","357","0.09057423058483335","0.006364904344081879","0.24556250870227814","353","349","357","0.06939582112762663","0.007446520961821079","0.19282041490077972","353","349","357","0.03656552491399149","0.003092792583629489","0.10673624277114868","353","349","357","0.04956208490249184","0.0007144368719309568","0.1123504713177681","353","349","357","0.08623422164883879","0.005944972392171621","0.2209451049566269","353","349","357","0.041036166043745145","0.00970003753900528","0.10396063327789307","353","349","357","0.07228436725886746","0.001116308500058949","0.1211903840303421","353","349","357","0.03913541469309065","0.00629863515496254","0.11147724837064743","353","349","357","0.04846159727053924","0.0018949393415823579","0.12072920054197311","353","349","357","0.03425002936273813","0.004746670369058847","0.09364067018032074"
"35","363.5","359","368","0.029791475529782473","0.002767215482890606","0.09192057698965073","363.5","359","368","0.04279905278235674","0.005777285899966955","0.09203827381134033","363.5","359","368","0.03406101036816835","0.0053887153044342995","0.10665471851825714","363.5","359","368","0.05670999283902347","0.005177342798560858","0.11926934123039246","363.5","359","368","0.03446333477040753","0.001131980330683291","0.08286193758249283","363.5","359","368","0.04258382036350668","0.0034781694412231445","0.11757681518793106","363.5","359","368","0.08601180827245117","0.0048354510217905045","0.17995543777942657","363.5","359","368","0.04093928060028702","0.00205309153534472","0.11886318773031235","363.5","359","368","0.050564854266121985","0.005890425760298967","0.1005675196647644","363.5","359","368","0.028876007883809507","0.003220256185159087","0.08942318707704544"
"36","374","370","378","0.049649587418470115","0.006272732280194759","0.13749170303344727","374","370","378","0.048248126068049006","0.005094099789857864","0.13330015540122986","374","370","378","0.05038950819936064","0.009137723594903946","0.11334271728992462","374","370","378","0.045086651872326106","0.0007767710485495627","0.12976303696632385","374","370","378","0.029460744608917996","0.0006170406704768538","0.15586881339550018","374","370","378","0.05695054095445408","0.0028330939821898937","0.1850535124540329","374","370","378","0.04979178055913912","0.002459587063640356","0.1615646779537201","374","370","378","0.018754919564041","0.0013859242899343371","0.07745656371116638","374","370","378","0.04398198374029663","0.004609084688127041","0.08737129718065262","374","370","378","0.05027061514556408","0.004937035031616688","0.11832783371210098"
"37","384","380","388","0.02495470575781332","0.0009956029243767262","0.10887037962675095","384","380","388","0.06307750686796175","0.006009730976074934","0.15484748780727386","384","380","388","0.053411860225929156","0.023775704205036163","0.09626536071300507","384","380","388","0.02990997731426938","0.0005103318253532052","0.09652887284755707","384","380","388","0.031605532994338624","0.000768384721595794","0.08573048561811447","","","","","","","384","380","388","0.04966450004010565","0.0010406950023025274","0.11416879296302795","384","380","388","0.04517059064366751","0.0036574467085301876","0.1359577476978302","384","380","388","0.04093207367178467","0.004150506108999252","0.09368614107370377","384","380","388","0.035922307365884386","0.004549025092273951","0.08879240602254868"
"38","","","","","","","394","390","398","0.05314424367518061","0.0010388181544840336","0.1847086250782013","394","390","398","0.03915385056623361","0.0008198938448913395","0.09063515067100525","394","390","398","0.017030033852077194","0.001490382943302393","0.08237874507904053","","","","","","","","","","","","","394","390","398","0.03317836509086192","0.002739741699770093","0.11923539638519287","394","390","398","0.02430223639950984","0.0013192910701036453","0.07164989411830902","","","","","","","394","390","398","0.0517038589136468","0.004006221890449524","0.12378577888011932"
"39","","","","","","","404.5","400","409","0.037420367379672824","0.0014271785039454699","0.12046578526496887","404.5","400","409","0.06121073649264872","0.006003882735967636","0.1890670657157898","404.5","400","409","0.06094141345238313","0.0011318358592689037","0.11700756847858429","","","","","","","","","","","","","404.5","400","409","0.05460536372847855","0.006357772741466761","0.22128452360630035","404.5","400","409","0.054178520757704976","0.014565822668373585","0.15989260375499725","","","","","","","","","","","",""
"40","","","","","","","","","","","","","","","","","","","415","411","419","0.020150168954084318","0.0040946477092802525","0.05061763525009155","","","","","","","","","","","","","415","411","419","0.08908647593731682","0.0030720308423042297","0.24842646718025208","415","411","419","0.03192866893692149","0.0034799762070178986","0.07633088529109955","","","","","","","","","","","",""
"41","","","","","","","","","","","","","","","","","","","425","421","429","0.036265160138201386","0.002545902505517006","0.11691132187843323","","","","","","","","","","","","","","","","","","","425","421","429","0.04708832843850056","0.0021234797313809395","0.11535225808620453","","","","","","","","","","","",""
"42","","","","","","","","","","","","","","","","","","","435.5","431","440","0.047716885394766","0.0003089306701440364","0.26960787177085876","","","","","","","","","","","","","","","","","","","435.5","431","440","0.03644677264383063","0.001824233797378838","0.07373346388339996","","","","","","","","","","","",""
"43","","","","","","","","","","","","","","","","","","","446","442","450","0.03170306789171365","0.0015770033933222294","0.06240217387676239","","","","","","","","","","","","","","","","","","","446","442","450","0.0385448231568767","0.006228032987564802","0.17585226893424988","","","","","","","","","","","",""
"44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","456","452","460","0.0421945716564854","0.0013852971605956554","0.20214615762233734","","","","","","","","","","","",""
"45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","466","462","470","0.009816962022644779","0.0017470835009589791","0.04124419018626213","","","","","","","","","","","",""
"46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","476.5","472","481","0.026487514725886285","0.0028442356269806623","0.12120331078767776","","","","","","","","","","","",""
"47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","487","483","491","0.047533683562909976","0.000488097604829818","0.22614337503910065","","","","","","","","","","","",""
