"epoch","cnn_lstm_eeg_thesis_51 - _step","cnn_lstm_eeg_thesis_51 - _step__MIN","cnn_lstm_eeg_thesis_51 - _step__MAX","cnn_lstm_eeg_thesis_51 - train/loss","cnn_lstm_eeg_thesis_51 - train/loss__MIN","cnn_lstm_eeg_thesis_51 - train/loss__MAX","cnn_lstm_eeg_thesis_50 - _step","cnn_lstm_eeg_thesis_50 - _step__MIN","cnn_lstm_eeg_thesis_50 - _step__MAX","cnn_lstm_eeg_thesis_50 - train/loss","cnn_lstm_eeg_thesis_50 - train/loss__MIN","cnn_lstm_eeg_thesis_50 - train/loss__MAX","cnn_lstm_eeg_thesis_49 - _step","cnn_lstm_eeg_thesis_49 - _step__MIN","cnn_lstm_eeg_thesis_49 - _step__MAX","cnn_lstm_eeg_thesis_49 - train/loss","cnn_lstm_eeg_thesis_49 - train/loss__MIN","cnn_lstm_eeg_thesis_49 - train/loss__MAX","cnn_lstm_eeg_thesis_48 - _step","cnn_lstm_eeg_thesis_48 - _step__MIN","cnn_lstm_eeg_thesis_48 - _step__MAX","cnn_lstm_eeg_thesis_48 - train/loss","cnn_lstm_eeg_thesis_48 - train/loss__MIN","cnn_lstm_eeg_thesis_48 - train/loss__MAX","cnn_lstm_eeg_thesis_47 - _step","cnn_lstm_eeg_thesis_47 - _step__MIN","cnn_lstm_eeg_thesis_47 - _step__MAX","cnn_lstm_eeg_thesis_47 - train/loss","cnn_lstm_eeg_thesis_47 - train/loss__MIN","cnn_lstm_eeg_thesis_47 - train/loss__MAX","cnn_lstm_eeg_thesis_46 - _step","cnn_lstm_eeg_thesis_46 - _step__MIN","cnn_lstm_eeg_thesis_46 - _step__MAX","cnn_lstm_eeg_thesis_46 - train/loss","cnn_lstm_eeg_thesis_46 - train/loss__MIN","cnn_lstm_eeg_thesis_46 - train/loss__MAX","cnn_lstm_eeg_thesis_45 - _step","cnn_lstm_eeg_thesis_45 - _step__MIN","cnn_lstm_eeg_thesis_45 - _step__MAX","cnn_lstm_eeg_thesis_45 - train/loss","cnn_lstm_eeg_thesis_45 - train/loss__MIN","cnn_lstm_eeg_thesis_45 - train/loss__MAX","cnn_lstm_eeg_thesis_44 - _step","cnn_lstm_eeg_thesis_44 - _step__MIN","cnn_lstm_eeg_thesis_44 - _step__MAX","cnn_lstm_eeg_thesis_44 - train/loss","cnn_lstm_eeg_thesis_44 - train/loss__MIN","cnn_lstm_eeg_thesis_44 - train/loss__MAX","cnn_lstm_eeg_thesis_43 - _step","cnn_lstm_eeg_thesis_43 - _step__MIN","cnn_lstm_eeg_thesis_43 - _step__MAX","cnn_lstm_eeg_thesis_43 - train/loss","cnn_lstm_eeg_thesis_43 - train/loss__MIN","cnn_lstm_eeg_thesis_43 - train/loss__MAX","cnn_lstm_eeg_thesis_42 - _step","cnn_lstm_eeg_thesis_42 - _step__MIN","cnn_lstm_eeg_thesis_42 - _step__MAX","cnn_lstm_eeg_thesis_42 - train/loss","cnn_lstm_eeg_thesis_42 - train/loss__MIN","cnn_lstm_eeg_thesis_42 - train/loss__MAX"
"10","106.5","102","111","0.6294195771217346","0.5484939217567444","0.7158976793289185","106.5","102","111","0.6273363590240478","0.541124701499939","0.7306481003761292","106.5","102","111","0.6349972009658813","0.5549837350845337","0.6918506622314453","106.5","102","111","0.6160551011562347","0.554203987121582","0.6927093267440796","106.5","102","111","0.6353142261505127","0.5885658264160156","0.7008671164512634","106.5","102","111","0.6252706348896027","0.5690487027168274","0.6559363007545471","106.5","102","111","0.6433077991008759","0.5918105244636536","0.6972119808197021","106.5","102","111","0.6239370286464692","0.5234890580177307","0.7026903629302979","106.5","102","111","0.6153792679309845","0.541242778301239","0.7029127478599548","106.5","102","111","0.5923267900943756","0.5634186863899231","0.6728602647781372"
"11","117","113","121","0.6054442723592123","0.5297950506210327","0.6449424028396606","117","113","121","0.6440423660808139","0.5927029252052307","0.6924564838409424","117","113","121","0.6524422301186455","0.608808696269989","0.6982203722000122","117","113","121","0.610986140039232","0.555530309677124","0.6937514543533325","117","113","121","0.5898990962240431","0.5003461241722107","0.6750194430351257","117","113","121","0.6176690459251404","0.5443773865699768","0.6755160093307495","117","113","121","0.6225121021270752","0.5733418464660645","0.657297670841217","117","113","121","0.5970703032281663","0.5415018200874329","0.6738787293434143","117","113","121","0.6311940219667223","0.5621131658554077","0.6851548552513123","117","113","121","0.6162285407384237","0.5443589687347412","0.6906762719154358"
"12","127","123","131","0.5891359117296007","0.5271929502487183","0.696469247341156","127","123","131","0.598290761311849","0.5159175395965576","0.7183632850646973","127","123","131","0.5850828819804721","0.4976358413696289","0.6539788842201233","127","123","131","0.5576418505774604","0.4605862498283386","0.6136554479598999","127","123","131","0.5384332140286764","0.4880427420139313","0.599793016910553","127","123","131","0.6058956450886197","0.5439895391464233","0.6499680876731873","127","123","131","0.5830140378740098","0.5233333706855774","0.6684151291847229","127","123","131","0.5664672917789884","0.5002584457397461","0.6833287477493286","127","123","131","0.6221314801110162","0.5557413101196289","0.6648289561271667","127","123","131","0.5791814857059054","0.4686134457588196","0.6515767574310303"
"13","137","133","141","0.5344441201951768","0.448746919631958","0.5805909037590027","137","133","141","0.5325851605998145","0.41814664006233215","0.608048141002655","137","133","141","0.5984881122907003","0.5211881399154663","0.6707786321640015","137","133","141","0.5264576507939233","0.4389079809188843","0.6072229743003845","137","133","141","0.5037818120585548","0.36283257603645325","0.6066405773162842","137","133","141","0.5945264399051666","0.4920599162578583","0.6839406490325928","137","133","141","0.5477275980843438","0.5062678456306458","0.6514848470687866","137","133","141","0.5808155735333761","0.4586857855319977","0.6934236884117126","137","133","141","0.6041923827595181","0.5591474175453186","0.6603600978851318","137","133","141","0.5588844219843546","0.4800317883491516","0.6588484048843384"
"14","147.5","143","152","0.5119580149650573","0.39533427357673645","0.6077260375022888","147.5","143","152","0.48598814010620117","0.43042394518852234","0.5515280365943909","147.5","143","152","0.5741649031639099","0.4801729619503021","0.6225559115409851","147.5","143","152","0.5284690409898758","0.4749812185764313","0.6343317627906799","147.5","143","152","0.4850415915250778","0.4049258232116699","0.5955808758735657","147.5","143","152","0.5423784464597702","0.4679296016693115","0.642396092414856","147.5","143","152","0.5206817746162414","0.43881964683532715","0.6058911681175232","147.5","143","152","0.4774963170289993","0.3478275239467621","0.5854306221008301","147.5","143","152","0.5543146759271622","0.4476299583911896","0.6214647889137268","147.5","143","152","0.5339371740818024","0.4606441259384155","0.608731746673584"
"15","158","154","162","0.46609611643685234","0.3881058990955353","0.5342573523521423","158","154","162","0.4733194013436635","0.4142063558101654","0.5575351119041443","158","154","162","0.5552039179537032","0.47164300084114075","0.6563538312911987","158","154","162","0.460307498772939","0.3760552406311035","0.5659248232841492","158","154","162","0.49429600106345284","0.4078857898712158","0.627187192440033","158","154","162","0.5213285883267721","0.46038615703582764","0.5849976539611816","158","154","162","0.49201925926738316","0.42198020219802856","0.5548054575920105","158","154","162","0.4446661074956258","0.3587135374546051","0.5645910501480103","158","154","162","0.5029890272352431","0.3436594009399414","0.6288590431213379","158","154","162","0.46327640612920123","0.36992430686950684","0.6375221610069275"
"16","168","164","172","0.4290327164861891","0.3949335515499115","0.49589917063713074","168","164","172","0.4531489345762465","0.35661253333091736","0.537443220615387","168","164","172","0.49659135937690735","0.360050231218338","0.6566973924636841","168","164","172","0.4292898972829183","0.33605554699897766","0.5513762831687927","168","164","172","0.4233870506286621","0.34288206696510315","0.47961732745170593","168","164","172","0.538684391313129","0.41371259093284607","0.6489315032958984","168","164","172","0.4530203408665127","0.31757599115371704","0.5890435576438904","168","164","172","0.38435690601666767","0.25105056166648865","0.5706589221954346","168","164","172","0.4605884552001953","0.3842809796333313","0.6404430866241455","168","164","172","0.4018288320965237","0.28213608264923096","0.5221111178398132"
"17","178.5","174","183","0.4116432875394821","0.32903242111206055","0.5463601350784302","178.5","174","183","0.3850145906209946","0.31822147965431213","0.455586701631546","178.5","174","183","0.46255589127540586","0.39085137844085693","0.5168920159339905","178.5","174","183","0.38633456230163576","0.3114366829395294","0.4564003348350525","178.5","174","183","0.3697692915797234","0.2279168963432312","0.5183799266815186","178.5","174","183","0.4066483736038208","0.3670351505279541","0.4626660645008087","178.5","174","183","0.36785747557878495","0.2463790625333786","0.4557066559791565","178.5","174","183","0.3531899929046631","0.28256955742836","0.5157991647720337","178.5","174","183","0.4424625188112259","0.39297038316726685","0.5554160475730896","178.5","174","183","0.35424270331859586","0.2729514241218567","0.5069842338562012"
"18","189","185","193","0.39446402258343166","0.29960888624191284","0.45248231291770935","189","185","193","0.32443049053351086","0.19300919771194458","0.45210012793540955","189","185","193","0.383013559712304","0.30854368209838867","0.5163924694061279","189","185","193","0.3165893620914883","0.18360847234725952","0.4278944432735443","189","185","193","0.3571308222081926","0.30097171664237976","0.4191057085990906","189","185","193","0.4085809091726939","0.2702840268611908","0.5528271794319153","189","185","193","0.3465292983584934","0.2611905336380005","0.4709621071815491","189","185","193","0.3329481797085868","0.23038677871227264","0.4685252010822296","189","185","193","0.35214199622472125","0.264324814081192","0.47992947697639465","189","185","193","0.3593075176080068","0.26134970784187317","0.44711562991142273"
"19","199","195","203","0.3100702530807919","0.19194382429122925","0.4839724898338318","199","195","203","0.2872804088724984","0.14097099006175995","0.42205774784088135","199","195","203","0.3861866262223985","0.30251482129096985","0.495308518409729","199","195","203","0.25288861824406517","0.15075251460075378","0.3325536847114563","199","195","203","0.2857830011182361","0.20782065391540527","0.4384298622608185","199","195","203","0.3264774779478709","0.1808008849620819","0.4842449426651001","199","195","203","0.2962910963429345","0.19656480848789215","0.416903018951416","199","195","203","0.2836692018641366","0.18472878634929657","0.3826836943626404","199","195","203","0.3526483608616723","0.27607643604278564","0.4743843376636505","199","195","203","0.30884405142731136","0.18515418469905853","0.38023126125335693"
"20","209","205","213","0.2851548277669483","0.19849742949008942","0.36232882738113403","209","205","213","0.27517206966876984","0.17050354182720184","0.42702341079711914","209","205","213","0.35532629158761764","0.23309174180030823","0.42811378836631775","209","205","213","0.2367140534851286","0.12623454630374908","0.4111190438270569","209","205","213","0.25170233017868465","0.16502927243709564","0.34577298164367676","209","205","213","0.3307495497994953","0.24842588603496552","0.39417564868927","209","205","213","0.2525905536280738","0.1878833919763565","0.4008132517337799","209","205","213","0.22154734118117225","0.1186414584517479","0.3192732036113739","209","205","213","0.30752746926413643","0.1912945806980133","0.42175400257110596","209","205","213","0.25205619633197784","0.15862394869327545","0.3288317620754242"
"21","219.5","215","224","0.21605104506015776","0.1373683661222458","0.2838415503501892","219.5","215","224","0.2177660197019577","0.11509956419467926","0.36805060505867004","219.5","215","224","0.3026161462068558","0.17858611047267914","0.40201032161712646","219.5","215","224","0.22533714026212692","0.10692045092582703","0.4339388906955719","219.5","215","224","0.22873906642198563","0.15565867722034454","0.37824076414108276","219.5","215","224","0.32098828703165055","0.19651418924331665","0.41733428835868835","219.5","215","224","0.2615286186337471","0.1963869035243988","0.3866673409938812","219.5","215","224","0.21828776001930236","0.08310811221599579","0.4199499487876892","219.5","215","224","0.2909937471151352","0.1515292227268219","0.4528384804725647","219.5","215","224","0.24021356254816056","0.14743994176387787","0.4002150297164917"
"22","230","226","234","0.22190160469876397","0.12093893438577652","0.4121229648590088","230","226","234","0.2238870014746984","0.10706661641597748","0.404204398393631","230","226","234","0.27704301476478577","0.17711929976940155","0.38000303506851196","230","226","234","0.18642420983976787","0.06970920413732529","0.29232197999954224","230","226","234","0.21022422942850325","0.13465607166290283","0.33027341961860657","230","226","234","0.25198552509148914","0.16676388680934906","0.3389824628829956","230","226","234","0.23745155500041115","0.1375330239534378","0.35094860196113586","230","226","234","0.19228155662616095","0.09118000417947769","0.39662837982177734","230","226","234","0.25095659163263107","0.1411004662513733","0.3285052180290222","230","226","234","0.2061183767186271","0.09399683773517609","0.3458188772201538"
"23","240","236","244","0.21081422600481245","0.13672249019145966","0.29265668988227844","240","236","244","0.16739857114023632","0.0885995551943779","0.2545539140701294","240","236","244","0.22906027982632318","0.10093535482883453","0.4199981987476349","240","236","244","0.16271504511435828","0.07286319881677628","0.22945035994052887","240","236","244","0.18104244768619537","0.0820477157831192","0.3053942620754242","240","236","244","0.20544851240184572","0.08229633420705795","0.29778575897216797","240","236","244","0.20651443385415608","0.09993669390678406","0.32468894124031067","240","236","244","0.15658725715345806","0.11016147583723068","0.2663668394088745","240","236","244","0.2241379419962565","0.14570143818855286","0.3787133991718292","240","236","244","0.20579222175810072","0.11303605139255524","0.2713431715965271"
"24","250.5","246","255","0.15606617964804173","0.049799252301454544","0.23225396871566772","250.5","246","255","0.15783012025058268","0.042899083346128464","0.27340734004974365","250.5","246","255","0.20066042393445968","0.12498153746128082","0.32073691487312317","250.5","246","255","0.11685091555118561","0.05947662517428398","0.2034844309091568","250.5","246","255","0.15250864773988723","0.0823616087436676","0.22677834331989288","250.5","246","255","0.19017267227172852","0.11538568139076233","0.2622394263744354","250.5","246","255","0.16686555594205857","0.08262304961681366","0.3416565954685211","250.5","246","255","0.1414106957614422","0.07361965626478195","0.2489689439535141","250.5","246","255","0.19220324009656906","0.09931150078773499","0.33533939719200134","250.5","246","255","0.1988610915839672","0.08266118168830872","0.289071649312973"
"25","261","257","265","0.10106815728876326","0.05844799429178238","0.1882169544696808","261","257","265","0.09140636771917343","0.030252285301685333","0.18689224123954773","261","257","265","0.10210478347208765","0.037089694291353226","0.15218688547611237","261","257","265","0.09203122390641107","0.021997060626745224","0.1748034954071045","261","257","265","0.08528051277001698","0.034848324954509735","0.1419783979654312","261","257","265","0.12130944637788667","0.04355170205235481","0.18853148818016052","261","257","265","0.09604869907100995","0.04289768263697624","0.25532710552215576","261","257","265","0.09094223173128234","0.03393550217151642","0.150473490357399","261","257","265","0.13344307699137264","0.01863766834139824","0.230973482131958","261","257","265","0.13940094928774568","0.025609036907553673","0.2309286892414093"
"26","271","267","275","0.06487305896977584","0.01858946494758129","0.1379760205745697","271","267","275","0.0739824182043473","0.01788184978067875","0.2008020579814911","271","267","275","0.07822510082688597","0.012096839025616646","0.14990846812725067","271","267","275","0.057544459485345416","0.006556951440870762","0.15727734565734863","271","267","275","0.06530458335247305","0.004881367087364197","0.20114824175834656","271","267","275","0.10478693764242861","0.02680099569261074","0.2418343722820282","271","267","275","0.13867295823163456","0.062174197286367416","0.29231032729148865","271","267","275","0.10685463974045382","0.024042317643761635","0.31526851654052734","271","267","275","0.12892966386344698","0.02892804890871048","0.36009109020233154","271","267","275","0.0708928197208378","0.025233538821339607","0.2250233292579651"
"27","281","277","285","0.09934934601187706","0.010763131082057953","0.309857040643692","281","277","285","0.08204801608290938","0.02483879029750824","0.16856414079666138","281","277","285","0.06751412846561936","0.011999622918665409","0.13712069392204285","281","277","285","0.0635306839313772","0.016094611957669258","0.15667025744915009","281","277","285","0.053453959731592074","0.01018674485385418","0.12261295318603516","281","277","285","0.07971898052427503","0.04258333146572113","0.16321618854999542","281","277","285","0.07257794914767146","0.0063691954128444195","0.1657230108976364","281","277","285","0.06999471359368828","0.01084544975310564","0.1938844472169876","281","277","285","0.06668914171556632","0.01351927686482668","0.1814160943031311","281","277","285","0.057318288212021194","0.004351460374891758","0.1643913835287094"
"28","291.5","287","296","0.05566990217193961","0.0101689537987113","0.10323377698659897","291.5","287","296","0.027727537602186204","0.011259551160037518","0.049452703446149826","291.5","287","296","0.10689913872629404","0.02573632262647152","0.22387568652629852","291.5","287","296","0.04205178888514638","0.004955206532031298","0.11413692682981491","291.5","287","296","0.05179730362724513","0.002987955929711461","0.10159805417060852","291.5","287","296","0.0767881088424474","0.006803919095546007","0.26213279366493225","291.5","287","296","0.049124876875430344","0.008636544458568096","0.1379004567861557","291.5","287","296","0.037899022828787564","0.009538011625409126","0.15789417922496796","291.5","287","296","0.05946839088574052","0.014349677599966526","0.19413350522518158","291.5","287","296","0.057910753320902585","0.003019893541932106","0.13944700360298157"
"29","302","298","306","0.06710016380788551","0.0032840841449797153","0.18256716430187225","302","298","306","0.04559811841075619","0.0040658158250153065","0.13495294749736786","302","298","306","0.08913619868043396","0.006006848067045212","0.15299777686595917","302","298","306","0.08630780803246631","0.0036735115572810173","0.23518581688404083","302","298","306","0.07660700173841582","0.009105956181883812","0.19320586323738098","302","298","306","0.07152382183509569","0.002507452154532075","0.17994332313537598","302","298","306","0.057034316576189466","0.006294849328696728","0.1823197454214096","302","298","306","0.03897208234088288","0.00954396277666092","0.07511905580759048","302","298","306","0.06991537458573778","0.004123271442949772","0.1620371788740158","302","298","306","0.13933717037758064","0.0037598435301333666","0.4081503748893738"
"30","312","308","316","0.058549139441715345","0.007947029545903206","0.14941394329071045","312","308","316","0.050835220557120114","0.0055098459124565125","0.09876272827386856","312","308","316","0.0759115061826176","0.02618885040283203","0.11551246792078018","312","308","316","0.0626313219157358","0.0067931716330349445","0.162541002035141","312","308","316","0.04532407306962543","0.005524723790585995","0.08674861490726471","312","308","316","0.0783224639793237","0.016118410974740982","0.28013667464256287","312","308","316","0.05661992863234547","0.011145309545099735","0.13829955458641052","312","308","316","0.04435549841986762","0.0038874298334121704","0.0945204347372055","312","308","316","0.07999003016286427","0.011094417423009872","0.28662174940109253","312","308","316","0.024008069808284443","0.0044406708329916","0.09061241149902344"
"31","322","318","326","0.04260298446752131","0.002217736328020692","0.13083238899707794","322","318","326","0.0355162971213253","0.0005714978324249387","0.0710705816745758","322","318","326","0.0783794488136967","0.009680143557488918","0.26353657245635986","322","318","326","0.04043592460867432","0.010290003381669521","0.0872717797756195","322","318","326","0.04741708125867364","0.0009130149846896529","0.18658876419067383","322","318","326","0.05570231595387062","0.010094818659126759","0.10999289155006409","322","318","326","0.08740875750987066","0.0038985335268080235","0.22568106651306152","322","318","326","0.02949396101757884","0.0028605256229639053","0.07490389794111252","322","318","326","0.05435757732225789","0.01642107032239437","0.11125734448432922","322","318","326","0.05878462099159757","0.0013944855891168118","0.14114868640899658"
