"Actual","Predicted","_defaultColorIndex","id","nPredictions","name"
"fist","fist","10","3ow03acf","1164","cnn_lstm_1_1_thesis_51"
"fist","noGesture","10","3ow03acf","405","cnn_lstm_1_1_thesis_51"
"fist","open","10","3ow03acf","2406","cnn_lstm_1_1_thesis_51"
"fist","pinch","10","3ow03acf","190","cnn_lstm_1_1_thesis_51"
"fist","waveIn","10","3ow03acf","1425","cnn_lstm_1_1_thesis_51"
"fist","waveOut","10","3ow03acf","2060","cnn_lstm_1_1_thesis_51"
"noGesture","fist","10","3ow03acf","19","cnn_lstm_1_1_thesis_51"
"noGesture","noGesture","10","3ow03acf","7396","cnn_lstm_1_1_thesis_51"
"noGesture","open","10","3ow03acf","1","cnn_lstm_1_1_thesis_51"
"noGesture","pinch","10","3ow03acf","48","cnn_lstm_1_1_thesis_51"
"noGesture","waveIn","10","3ow03acf","118","cnn_lstm_1_1_thesis_51"
"noGesture","waveOut","10","3ow03acf","68","cnn_lstm_1_1_thesis_51"
"open","fist","10","3ow03acf","156","cnn_lstm_1_1_thesis_51"
"open","noGesture","10","3ow03acf","756","cnn_lstm_1_1_thesis_51"
"open","open","10","3ow03acf","1681","cnn_lstm_1_1_thesis_51"
"open","pinch","10","3ow03acf","58","cnn_lstm_1_1_thesis_51"
"open","waveIn","10","3ow03acf","819","cnn_lstm_1_1_thesis_51"
"open","waveOut","10","3ow03acf","4180","cnn_lstm_1_1_thesis_51"
"pinch","fist","10","3ow03acf","142","cnn_lstm_1_1_thesis_51"
"pinch","noGesture","10","3ow03acf","453","cnn_lstm_1_1_thesis_51"
"pinch","open","10","3ow03acf","1201","cnn_lstm_1_1_thesis_51"
"pinch","pinch","10","3ow03acf","96","cnn_lstm_1_1_thesis_51"
"pinch","waveIn","10","3ow03acf","1730","cnn_lstm_1_1_thesis_51"
"pinch","waveOut","10","3ow03acf","4028","cnn_lstm_1_1_thesis_51"
"waveIn","fist","10","3ow03acf","275","cnn_lstm_1_1_thesis_51"
"waveIn","noGesture","10","3ow03acf","440","cnn_lstm_1_1_thesis_51"
"waveIn","open","10","3ow03acf","2216","cnn_lstm_1_1_thesis_51"
"waveIn","pinch","10","3ow03acf","141","cnn_lstm_1_1_thesis_51"
"waveIn","waveIn","10","3ow03acf","2330","cnn_lstm_1_1_thesis_51"
"waveIn","waveOut","10","3ow03acf","2248","cnn_lstm_1_1_thesis_51"
"waveOut","fist","10","3ow03acf","213","cnn_lstm_1_1_thesis_51"
"waveOut","noGesture","10","3ow03acf","606","cnn_lstm_1_1_thesis_51"
"waveOut","open","10","3ow03acf","829","cnn_lstm_1_1_thesis_51"
"waveOut","pinch","10","3ow03acf","44","cnn_lstm_1_1_thesis_51"
"waveOut","waveIn","10","3ow03acf","414","cnn_lstm_1_1_thesis_51"
