"epoch","cnn_lstm_eeg_64chan_51 - _step","cnn_lstm_eeg_64chan_51 - _step__MIN","cnn_lstm_eeg_64chan_51 - _step__MAX","cnn_lstm_eeg_64chan_51 - train/loss","cnn_lstm_eeg_64chan_51 - train/loss__MIN","cnn_lstm_eeg_64chan_51 - train/loss__MAX","cnn_lstm_eeg_64chan_50 - _step","cnn_lstm_eeg_64chan_50 - _step__MIN","cnn_lstm_eeg_64chan_50 - _step__MAX","cnn_lstm_eeg_64chan_50 - train/loss","cnn_lstm_eeg_64chan_50 - train/loss__MIN","cnn_lstm_eeg_64chan_50 - train/loss__MAX","cnn_lstm_eeg_64chan_49 - _step","cnn_lstm_eeg_64chan_49 - _step__MIN","cnn_lstm_eeg_64chan_49 - _step__MAX","cnn_lstm_eeg_64chan_49 - train/loss","cnn_lstm_eeg_64chan_49 - train/loss__MIN","cnn_lstm_eeg_64chan_49 - train/loss__MAX","cnn_lstm_eeg_64chan_48 - _step","cnn_lstm_eeg_64chan_48 - _step__MIN","cnn_lstm_eeg_64chan_48 - _step__MAX","cnn_lstm_eeg_64chan_48 - train/loss","cnn_lstm_eeg_64chan_48 - train/loss__MIN","cnn_lstm_eeg_64chan_48 - train/loss__MAX","cnn_lstm_eeg_64chan_47 - _step","cnn_lstm_eeg_64chan_47 - _step__MIN","cnn_lstm_eeg_64chan_47 - _step__MAX","cnn_lstm_eeg_64chan_47 - train/loss","cnn_lstm_eeg_64chan_47 - train/loss__MIN","cnn_lstm_eeg_64chan_47 - train/loss__MAX","cnn_lstm_eeg_64chan_46 - _step","cnn_lstm_eeg_64chan_46 - _step__MIN","cnn_lstm_eeg_64chan_46 - _step__MAX","cnn_lstm_eeg_64chan_46 - train/loss","cnn_lstm_eeg_64chan_46 - train/loss__MIN","cnn_lstm_eeg_64chan_46 - train/loss__MAX","cnn_lstm_eeg_64chan_45 - _step","cnn_lstm_eeg_64chan_45 - _step__MIN","cnn_lstm_eeg_64chan_45 - _step__MAX","cnn_lstm_eeg_64chan_45 - train/loss","cnn_lstm_eeg_64chan_45 - train/loss__MIN","cnn_lstm_eeg_64chan_45 - train/loss__MAX","cnn_lstm_eeg_64chan_44 - _step","cnn_lstm_eeg_64chan_44 - _step__MIN","cnn_lstm_eeg_64chan_44 - _step__MAX","cnn_lstm_eeg_64chan_44 - train/loss","cnn_lstm_eeg_64chan_44 - train/loss__MIN","cnn_lstm_eeg_64chan_44 - train/loss__MAX","cnn_lstm_eeg_64chan_43 - _step","cnn_lstm_eeg_64chan_43 - _step__MIN","cnn_lstm_eeg_64chan_43 - _step__MAX","cnn_lstm_eeg_64chan_43 - train/loss","cnn_lstm_eeg_64chan_43 - train/loss__MIN","cnn_lstm_eeg_64chan_43 - train/loss__MAX","cnn_lstm_eeg_64chan_42 - _step","cnn_lstm_eeg_64chan_42 - _step__MIN","cnn_lstm_eeg_64chan_42 - _step__MAX","cnn_lstm_eeg_64chan_42 - train/loss","cnn_lstm_eeg_64chan_42 - train/loss__MIN","cnn_lstm_eeg_64chan_42 - train/loss__MAX"
"31","322","318","326","0.005894038664943461","0.00004111557427677326","0.0344904400408268","322","318","326","0.0007429146694953993","0.000008260644790425431","0.0029844867531210184","322","318","326","0.013418846629469449","0.000019061921193497255","0.09010180085897446","322","318","326","0.04609970757297156","0.000015108782463357784","0.3090084493160248","322","318","326","0.030824548248347128","0.00002065527587546967","0.13195203244686127","322","318","326","0.01493058725059705","0.00006304409180302173","0.07442104816436768","322","318","326","0.012276607180360265","0.00005602214514510706","0.0532342791557312","322","318","326","0.005755877480826004","0.000027060821594204754","0.04765208438038826","322","318","326","0.0003371632709685299","0.00003478443977655843","0.0014849047875031829","322","318","326","0.02784761366900865","0.00002520089219615329","0.11426807194948196"
"32","332.5","328","337","0.007584534317720682","0.00019851601973641664","0.061066947877407074","332.5","328","337","0.02007363447391981","0.000011009924492100254","0.1063779667019844","332.5","328","337","0.013388488665077603","0.00004576467472361401","0.07057520002126694","332.5","328","337","0.021136786797796958","0.0000461729614471551","0.07877732068300247","332.5","328","337","0.00214928981513367","0.000035276963899377733","0.01623469404876232","332.5","328","337","0.000566098103809054","0.00003217316771042533","0.0037140529602766037","332.5","328","337","0.01826074211858213","0.00003438381099840626","0.09688614308834076","332.5","328","337","0.006325886570266448","0.00001667687320150435","0.05993466451764107","332.5","328","337","0.013592199710546992","0.0000306688089040108","0.07995817810297012","332.5","328","337","0.0006008647626003949","0.00001710214201011695","0.004073553718626499"
"33","343","339","347","0.022653531829645444","0.00006136338924989104","0.19196322560310364","343","339","347","0.013074343131039414","0.00001393124239257304","0.07249221205711365","343","339","347","0.018139553700570507","0.000041964241972891614","0.10672569274902344","343","339","347","0.000834628650207176","0.00006130400288384408","0.00415768101811409","343","339","347","0.019912995680998493","0.00005316792521625757","0.12071093916893005","343","339","347","0.027584569327195316","0.000022409272787626833","0.10989021509885788","343","339","347","0.004965761749190278","0.000035589586332207546","0.043567147105932236","343","339","347","0.008012154380291273","0.000009219900675816461","0.07035767287015915","343","339","347","0.009067978295206558","0.00006130715337349102","0.07326822727918625","343","339","347","0.0120496558002843","0.00004884064765064977","0.0961596891283989"
"34","353","349","357","0.005011130271466552","0.000022396059648599476","0.043875791132450104","353","349","357","0.00026870148182448855","0.000010510641914152075","0.0016599050723016262","353","349","357","0.03274292781134136","0.000052313756896182895","0.1395856738090515","353","349","357","0.025901230831449438","0.00009856063115876168","0.1849798560142517","353","349","357","0.00218149366689128","0.00001981441346288193","0.016299834474921227","353","349","357","0.0005098701735227627","0.0000348203866451513","0.0017076130025088787","353","349","357","0.0038912264725594367","0.000022480611733044498","0.028757955878973007","353","349","357","0.004713132263027041","0.000013030718037043698","0.04101812466979027","353","349","357","0.004801586058116906","0.000016893300198717043","0.022118352353572845","353","349","357","0.011787003494747397","0.0001366075302939862","0.0651627629995346"
"35","363.5","359","368","0.004580176418130577","0.00001682063339103479","0.04442309960722923","363.5","359","368","0.017720074104727247","0.000032210627978201956","0.1020841971039772","363.5","359","368","0.00033734580501914023","0.00008133176015689969","0.0009127127705141902","363.5","359","368","0.01141841891221702","0.000016518311895197257","0.07535260170698166","363.5","359","368","0.00450624107324984","0.000040701143007026985","0.032269734889268875","363.5","359","368","0.004506346818743623","0.00000932604780246038","0.018792442977428436","363.5","359","368","0.00043275576681480745","0.00005205554771237075","0.0015610689297318459","363.5","359","368","0.01278243783453945","0.00004190377512713894","0.1091691255569458","363.5","359","368","0.0009159926492429804","0.000025042949346243404","0.006814888212829828","363.5","359","368","0.022183600137577742","0.000048639249143889174","0.1212845966219902"
"36","374","370","378","0.0019962496151290704","0.00002464780664013233","0.016977451741695404","374","370","378","0.008650261133071682","0.00003484203989501111","0.07539304345846176","","","","","","","374","370","378","0.014976988426901193","0.00011815397010650486","0.1064075157046318","374","370","378","0.021674660267308354","0.0000434444664278999","0.14360462129116058","374","370","378","0.023577651878844738","0.000030077921110205352","0.08680443465709686","374","370","378","0.014892759333128601","0.00004107552013010718","0.06670604646205902","374","370","378","0.027020982661067845","0.000040861323213903233","0.08529001474380493","374","370","378","0.010245656996731769","0.000011149119927722495","0.08956902474164963","374","370","378","0.000438784511869825","0.000018512684619054198","0.0020681743044406176"
"37","384","380","388","0.017729027109251345","0.00002459234201523941","0.08799514174461365","","","","","","","","","","","","","","","","","","","384","380","388","0.008015411255150361","0.00001808359957067296","0.05794927850365639","384","380","388","0.007147541117673326","0.00008026998693821952","0.04642908647656441","384","380","388","0.0059436240687015625","0.000045142365706851706","0.030797265470027924","384","380","388","0.011517953001910226","0.00003222662417101674","0.09898749738931656","384","380","388","0.019309493628194712","0.00001684675953583792","0.12196339666843414","384","380","388","0.0019401983214872114","0.000037141140637686476","0.007767781615257263"
"38","","","","","","","","","","","","","","","","","","","","","","","","","394","390","398","0.00783514839506299","0.00000509427945871721","0.06603630632162094","394","390","398","0.011966765717564462","0.000048763387894723564","0.06596364825963974","394","390","398","0.015276867711185737","0.00010279226989950985","0.08123981952667236","394","390","398","0.004345292403336821","0.00009218016202794388","0.026133662089705467","394","390","398","0.010432559074413601","0.00004030839045299217","0.09249246120452881","","","","","",""
"39","","","","","","","","","","","","","","","","","","","","","","","","","404.5","400","409","0.02125080825317127","0.000014806933904765174","0.07473481446504593","404.5","400","409","0.005166343545351992","0.000007696156899328344","0.027521155774593353","404.5","400","409","0.03567180944482971","0.000024078344722511247","0.18480676412582397","","","","","","","404.5","400","409","0.016988694820611272","0.00007119552174117416","0.13645632565021515","","","","","",""
"40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","415","411","419","0.0001262325394135486","0.000039350445149466395","0.0002562363806646317","415","411","419","0.013240621987885485","0.00016409973613917828","0.10556156188249588","","","","","","","415","411","419","0.0002453146888809796","0.00011555986566236243","0.00048523457371629775","","","","","",""
"41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","425","421","429","0.015420961879701482","0.00004405816798680462","0.047286756336688995","425","421","429","0.018629370490948025","0.000007219503913802328","0.09566495567560196","","","","","","","425","421","429","0.007904868990105266","0.00003291136090410873","0.05137180909514427","","","","","",""
