"epoch","cnn_lstm_eeg_64chan_51 - _step","cnn_lstm_eeg_64chan_51 - _step__MIN","cnn_lstm_eeg_64chan_51 - _step__MAX","cnn_lstm_eeg_64chan_51 - train/loss","cnn_lstm_eeg_64chan_51 - train/loss__MIN","cnn_lstm_eeg_64chan_51 - train/loss__MAX","cnn_lstm_eeg_64chan_50 - _step","cnn_lstm_eeg_64chan_50 - _step__MIN","cnn_lstm_eeg_64chan_50 - _step__MAX","cnn_lstm_eeg_64chan_50 - train/loss","cnn_lstm_eeg_64chan_50 - train/loss__MIN","cnn_lstm_eeg_64chan_50 - train/loss__MAX","cnn_lstm_eeg_64chan_49 - _step","cnn_lstm_eeg_64chan_49 - _step__MIN","cnn_lstm_eeg_64chan_49 - _step__MAX","cnn_lstm_eeg_64chan_49 - train/loss","cnn_lstm_eeg_64chan_49 - train/loss__MIN","cnn_lstm_eeg_64chan_49 - train/loss__MAX","cnn_lstm_eeg_64chan_48 - _step","cnn_lstm_eeg_64chan_48 - _step__MIN","cnn_lstm_eeg_64chan_48 - _step__MAX","cnn_lstm_eeg_64chan_48 - train/loss","cnn_lstm_eeg_64chan_48 - train/loss__MIN","cnn_lstm_eeg_64chan_48 - train/loss__MAX","cnn_lstm_eeg_64chan_47 - _step","cnn_lstm_eeg_64chan_47 - _step__MIN","cnn_lstm_eeg_64chan_47 - _step__MAX","cnn_lstm_eeg_64chan_47 - train/loss","cnn_lstm_eeg_64chan_47 - train/loss__MIN","cnn_lstm_eeg_64chan_47 - train/loss__MAX","cnn_lstm_eeg_64chan_46 - _step","cnn_lstm_eeg_64chan_46 - _step__MIN","cnn_lstm_eeg_64chan_46 - _step__MAX","cnn_lstm_eeg_64chan_46 - train/loss","cnn_lstm_eeg_64chan_46 - train/loss__MIN","cnn_lstm_eeg_64chan_46 - train/loss__MAX","cnn_lstm_eeg_64chan_45 - _step","cnn_lstm_eeg_64chan_45 - _step__MIN","cnn_lstm_eeg_64chan_45 - _step__MAX","cnn_lstm_eeg_64chan_45 - train/loss","cnn_lstm_eeg_64chan_45 - train/loss__MIN","cnn_lstm_eeg_64chan_45 - train/loss__MAX","cnn_lstm_eeg_64chan_44 - _step","cnn_lstm_eeg_64chan_44 - _step__MIN","cnn_lstm_eeg_64chan_44 - _step__MAX","cnn_lstm_eeg_64chan_44 - train/loss","cnn_lstm_eeg_64chan_44 - train/loss__MIN","cnn_lstm_eeg_64chan_44 - train/loss__MAX","cnn_lstm_eeg_64chan_43 - _step","cnn_lstm_eeg_64chan_43 - _step__MIN","cnn_lstm_eeg_64chan_43 - _step__MAX","cnn_lstm_eeg_64chan_43 - train/loss","cnn_lstm_eeg_64chan_43 - train/loss__MIN","cnn_lstm_eeg_64chan_43 - train/loss__MAX","cnn_lstm_eeg_64chan_42 - _step","cnn_lstm_eeg_64chan_42 - _step__MIN","cnn_lstm_eeg_64chan_42 - _step__MAX","cnn_lstm_eeg_64chan_42 - train/loss","cnn_lstm_eeg_64chan_42 - train/loss__MIN","cnn_lstm_eeg_64chan_42 - train/loss__MAX"
"10","106.5","102","111","0.0831522217951715","0.009940573014318943","0.17550353705883026","106.5","102","111","0.0806011263281107","0.016265351325273514","0.15284298360347748","106.5","102","111","0.12291525835171342","0.012868017889559269","0.3443600535392761","106.5","102","111","0.09873678851872683","0.025367697700858116","0.28377094864845276","106.5","102","111","0.06859804475679994","0.011030272580683231","0.18908224999904633","106.5","102","111","0.13986154794692993","0.038271188735961914","0.5490257740020752","106.5","102","111","0.10234902398660779","0.004122176207602024","0.25363317131996155","106.5","102","111","0.05537645388394594","0.014162566512823105","0.11250706017017365","106.5","102","111","0.09858254818245768","0.009600905701518059","0.3504865765571594","106.5","102","111","0.0955407103523612","0.02708195522427559","0.27718812227249146"
"11","117","113","121","0.08153251517150137","0.021978897973895073","0.2882068455219269","117","113","121","0.047576783017979726","0.01564001478254795","0.10865931957960129","117","113","121","0.09429751916064157","0.03853895515203476","0.1796473115682602","117","113","121","0.04923876519832346","0.0053392816334962845","0.13895291090011597","117","113","121","0.06757961994864875","0.005522582214325666","0.17787925899028778","117","113","121","0.06173100808842315","0.007770597003400326","0.20125137269496918","117","113","121","0.0934667753883534","0.010834855027496815","0.17640872299671173","117","113","121","0.08532648336970144","0.007075761444866657","0.13645929098129272","117","113","121","0.10364830090353887","0.012140394188463688","0.26720425486564636","117","113","121","0.09960189099527067","0.007244385778903961","0.28077277541160583"
"12","127","123","131","0.06039278395473957","0.008016647771000862","0.15203148126602173","127","123","131","0.0391693881764594","0.002653456525877118","0.11649945378303528","127","123","131","0.04412635384748379","0.012143581174314022","0.10178055614233017","127","123","131","0.07189309503883123","0.008499770425260067","0.14644479751586914","127","123","131","0.06538350900842084","0.004857096821069717","0.13757018744945526","127","123","131","0.07549239845118588","0.00620272709056735","0.16502009332180023","127","123","131","0.06179464468732476","0.005689282435923815","0.11791789531707764","127","123","131","0.05579978858845101","0.009115338325500488","0.1652897745370865","127","123","131","0.09704075732992755","0.008354779332876205","0.25613975524902344","127","123","131","0.05462857848033309","0.007436601910740137","0.15683649480342865"
"13","137","133","141","0.08221501502622333","0.0016439559403806925","0.5585154294967651","137","133","141","0.089853562725087","0.004911939613521099","0.38182535767555237","137","133","141","0.07810194686883026","0.015338009223341942","0.2819110155105591","137","133","141","0.052412699131915964","0.007723282556980848","0.12102837860584259","137","133","141","0.06058317552217179","0.004780711140483618","0.13398392498493195","137","133","141","0.05371177499182522","0.001989667536690831","0.12933401763439178","137","133","141","0.06485683884885576","0.009844976477324963","0.21333645284175873","137","133","141","0.06982269702065322","0.006235432345420122","0.27519920468330383","137","133","141","0.07665918482881454","0.004836620297282934","0.16594144701957703","137","133","141","0.07391736035545667","0.017234178259968758","0.2032737284898758"
"14","147.5","143","152","0.04695863551460207","0.00341537082567811","0.10305337607860565","147.5","143","152","0.05708951172418893","0.002817725297063589","0.17258761823177338","147.5","143","152","0.045362772326916455","0.005628946237266064","0.11022000014781952","147.5","143","152","0.06547487770440057","0.0007755547994747758","0.22336305677890778","147.5","143","152","0.07684279177337885","0.003997396677732468","0.21028447151184082","147.5","143","152","0.09204859114252031","0.0067609744146466255","0.21761974692344666","147.5","143","152","0.09285719264298678","0.013569780625402927","0.28336629271507263","147.5","143","152","0.04544953041477129","0.0009069087682291865","0.1474679708480835","147.5","143","152","0.03566525753121823","0.0018768289592117071","0.11052499711513519","147.5","143","152","0.05369999469257891","0.0065665640868246555","0.18792343139648438"
"15","158","154","162","0.05060966012792455","0.003996716346591711","0.11558379977941513","158","154","162","0.09031752251192099","0.002436188282445073","0.2646109461784363","158","154","162","0.06406823175752328","0.001407873583957553","0.1797334998846054","158","154","162","0.11358230219533046","0.01108702365309","0.37508487701416016","158","154","162","0.032964855794691376","0.0020530547481030226","0.11597006022930145","158","154","162","0.08054492129789044","0.0016980523942038417","0.37482041120529175","158","154","162","0.09254411230277684","0.004756608512252569","0.2439306527376175","158","154","162","0.08957250671745795","0.0003521598409861326","0.2171274721622467","158","154","162","0.07189697611870037","0.003069107886403799","0.21960429847240448","158","154","162","0.040956967044621706","0.006837720517069101","0.09697559475898743"
"16","168","164","172","0.06276752005538179","0.003173384116962552","0.16156427562236786","168","164","172","0.05609291698783636","0.004173350520431995","0.1209058091044426","168","164","172","0.0755611134486066","0.011210307478904724","0.19877023994922638","168","164","172","0.07378730845327179","0.0031574796885252","0.14920657873153687","168","164","172","0.02272166373829047","0.0013050304260104895","0.09028468281030655","168","164","172","0.05778037591112985","0.014592984691262245","0.14642086625099182","168","164","172","0.03487457397083441","0.0039411685429513454","0.09147106856107712","168","164","172","0.07342335262284097","0.0008301847847178578","0.1752043068408966","168","164","172","0.01900775452506625","0.0014505133731290698","0.05549134686589241","168","164","172","0.09229553190784322","0.003554750233888626","0.27067458629608154"
"17","178.5","174","183","0.05709744666237384","0.0033999800216406584","0.1651441752910614","178.5","174","183","0.03937001256272197","0.00874591339379549","0.09742077440023422","178.5","174","183","0.11732153929769992","0.005291725043207407","0.4097141623497009","178.5","174","183","0.0672698593698442","0.002418174408376217","0.12121449410915375","178.5","174","183","0.06274895761162043","0.024244504049420357","0.12794676423072815","178.5","174","183","0.05159370810724795","0.004528391640633345","0.23809680342674255","178.5","174","183","0.06411964646540583","0.0005372245796024799","0.1343877762556076","178.5","174","183","0.050006564386421815","0.0009592886199243367","0.11232663691043854","178.5","174","183","0.06229272386990488","0.0020988916512578726","0.18586431443691254","178.5","174","183","0.09161285210575443","0.00018235083553008735","0.4086207151412964"
"18","189","185","193","0.06747449358226731","0.0006931198877282441","0.23792164027690887","189","185","193","0.06198304735072371","0.0014356666943058372","0.1651555597782135","189","185","193","0.039095348743204444","0.001163372420705855","0.1475370228290558","189","185","193","0.066413178263853","0.0016377265565097332","0.18274399638175964","189","185","193","0.02993770943592406","0.001522887614555657","0.14557060599327087","189","185","193","0.05494631048188441","0.0016917912289500237","0.25386103987693787","189","185","193","0.06371200387366116","0.0026681681629270315","0.2957604229450226","189","185","193","0.02954801373804609","0.001644946401938796","0.07789918780326843","189","185","193","0.06675524761279424","0.003598606213927269","0.14079059660434723","189","185","193","0.0363436261864586","0.0010563998948782682","0.10520877689123154"
"19","199","195","203","0.03298122596202625","0.00547060277312994","0.10387438535690308","199","195","203","0.04386872239410877","0.0037560490891337395","0.12613758444786072","199","195","203","0.13449616282660928","0.0007205724250525236","0.7311030626296997","199","195","203","0.04273219629087382","0.0018059746362268925","0.07686618715524673","199","195","203","0.023933505406603217","0.0019985113758593798","0.06520631909370422","199","195","203","0.019497460937903572","0.0009267473942600191","0.09060947597026825","199","195","203","0.0365965910281779","0.0018979321466758847","0.09243566542863846","199","195","203","0.06047468068492082","0.00032650423236191273","0.13223472237586975","199","195","203","0.046162763636352286","0.0025036127772182226","0.11860636621713638","199","195","203","0.05451743033093711","0.0022014302667230368","0.1342637687921524"
"20","209","205","213","0.009035990935646825","0.0007862942293286324","0.03708012402057648","209","205","213","0.05982462365904616","0.0018915103282779455","0.12538054585456848","209","205","213","0.06131428788002166","0.003064408665522933","0.16667743027210236","209","205","213","0.051567498141796224","0.0013914384180679917","0.1656598299741745","209","205","213","0.03933531908680581","0.0011863367399200797","0.17246636748313904","209","205","213","0.015851770256025095","0.0008681417675688863","0.050971705466508865","209","205","213","0.05557862493313021","0.0036500534042716026","0.12276094406843185","209","205","213","0.03359661341851784","0.0015216906322166324","0.09570439904928207","209","205","213","0.032395830300326146","0.0007220114348456264","0.14031349122524261","209","205","213","0.061812280056377254","0.002660806756466627","0.1393120288848877"
"21","219.5","215","224","0.03676403434365057","0.0005406911368481815","0.16630063951015472","219.5","215","224","0.039863317587878554","0.0009877941338345408","0.18166643381118774","219.5","215","224","0.06034208690980449","0.0018787415465340018","0.15502788126468658","219.5","215","224","0.036134420917369424","0.0023323383647948503","0.12261481583118439","219.5","215","224","0.04328107116161846","0.0007414522697217762","0.16623207926750183","219.5","215","224","0.03948390573495999","0.0016063685761764646","0.09096715599298477","219.5","215","224","0.029502468358259648","0.0017530808690935373","0.17718422412872314","219.5","215","224","0.04291607118793763","0.00029421906219795346","0.16531996428966522","219.5","215","224","0.035364872822538015","0.0009384434670209885","0.14068591594696045","219.5","215","224","0.0635313117527403","0.0012252050219103694","0.13495630025863647"
"22","230","226","234","0.04125689938923137","0.0003601565258577466","0.12384524941444397","230","226","234","0.030366503801714215","0.0014960108092054725","0.10734435170888901","230","226","234","0.05130111790236293","0.0008253284613601863","0.3035535514354706","230","226","234","0.035564072918431416","0.00043812053627334535","0.15592288970947266","230","226","234","0.02031043984849627","0.0006069745286367834","0.07246098667383194","230","226","234","0.048131821806439094","0.0010157194919884205","0.24449175596237183","230","226","234","0.07385863856567691","0.0012127670925110579","0.30130964517593384","230","226","234","0.04102407595039242","0.0016942855436354876","0.12837733328342438","230","226","234","0.02851038021940945","0.0005553502705879509","0.09984529763460159","230","226","234","0.05911758733499381","0.002456631511449814","0.18847514688968658"
"23","240","236","244","0.03582653676858172","0.0005505820154212415","0.17884241044521332","240","236","244","0.07440774096176028","0.0014265358913689852","0.26636579632759094","240","236","244","0.07972288267531742","0.0006319631356745958","0.32868608832359314","240","236","244","0.042933613472592294","0.0003164157969877124","0.13312441110610962","240","236","244","0.04762466048770067","0.0009771906770765781","0.20829816162586212","240","236","244","0.056205091144268714","0.003252096241340041","0.21086153388023376","240","236","244","0.04083805655439695","0.0033177784644067287","0.10126889497041702","240","236","244","0.04598253555337174","0.0007103177485987544","0.14929215610027313","240","236","244","0.014490396043078767","0.00041477696504443884","0.07965129613876343","240","236","244","0.06846071082529509","0.0012810957850888371","0.38689765334129333"
"24","250.5","246","255","0.04683731351979077","0.007240851875394583","0.12534640729427338","250.5","246","255","0.04845033631427213","0.0005682482151314616","0.25338947772979736","250.5","246","255","0.12360732064116746","0.003816436743363738","0.3702695369720459","250.5","246","255","0.01823140903143212","0.0011494727805256844","0.11289408802986145","250.5","246","255","0.040303189412225035","0.0006588964024558663","0.12478907406330109","250.5","246","255","0.07474505943246186","0.002870319876819849","0.20607240498065948","250.5","246","255","0.06391001595184206","0.0026295618154108524","0.13379311561584473","250.5","246","255","0.03854626435786486","0.0011671674437820911","0.0974675863981247","250.5","246","255","0.08016406114329584","0.0009677720372565091","0.21887099742889404","250.5","246","255","0.019002298852865352","0.00009027891064761207","0.10232316702604294"
"25","261","257","265","0.04331508359690714","0.000283789646346122","0.14550895988941193","261","257","265","0.005860116413613368","0.00013803498586639762","0.04545775055885315","261","257","265","0.011546037851076107","0.00006204385863384232","0.07308059930801392","261","257","265","0.004245202388523871","0.00006471312372013927","0.03242019563913345","261","257","265","0.019035083508141624","0.00004901755528408103","0.057338740676641464","261","257","265","0.015401620029782256","0.00016764244355726987","0.07652805745601654","261","257","265","0.015617069057851849","0.00004178595918347128","0.06733082979917526","261","257","265","0.0060853393079014495","0.0001672064099693671","0.03391357883810997","261","257","265","0.0014002247367494015","0.00016304741438943893","0.004255126230418682","261","257","265","0.012963860697507497","0.00006555455183843151","0.07556130737066269"
"26","271","267","275","0.006186109102903477","0.000031652300094719976","0.05453356355428696","271","267","275","0.021288303203214634","0.0000884048713487573","0.08589126169681549","271","267","275","0.004178793168345389","0.000025506113161100075","0.023609045892953873","271","267","275","0.018565555324433564","0.00001238341246789787","0.15336017310619354","271","267","275","0.012726399933146441","0.000054539072152692825","0.05749691277742386","271","267","275","0.0008836257644967797","0.00005508424146682955","0.006261047907173634","271","267","275","0.01435250811058116","0.000017590196875971742","0.11776403337717056","271","267","275","0.013188868332589563","0.000040370330680161715","0.04208728298544884","271","267","275","0.002153033724122603","0.000008953575161285698","0.01043725572526455","271","267","275","0.0055558045957392705","0.00001988676012842916","0.04475374147295952"
"27","281","277","285","0.0002755321317332952","0.000014170733265927993","0.0013177755754441023","281","277","285","0.00048356354293193563","0.00003125841249129735","0.002829208504408598","281","277","285","0.0009234968351342508","0.000010469717381056398","0.006568586453795433","281","277","285","0.026753569738907065","0.000014447243302129209","0.1402236670255661","281","277","285","0.03781077927811162","0.0000335798213200178","0.2788167893886566","281","277","285","0.019859630299631843","0.000015714593246229924","0.09352903068065643","281","277","285","0.000059161554923371616","0.00001497452103649266","0.00020378391491249204","281","277","285","0.008305722309160046","0.00003128207754343748","0.05098715052008629","281","277","285","0.002453938068760585","0.000026819599952432327","0.019601263105869293","281","277","285","0.010571227313953891","0.000039485443267039955","0.08361947536468506"
"28","291.5","287","296","0.013991349638490646","0.000030016106393304653","0.1391303390264511","291.5","287","296","0.03904775602422887","0.00008239158341893926","0.25363054871559143","291.5","287","296","0.0012218790656334023","0.00001025178971758578","0.00978797022253275","291.5","287","296","0.00188752888898307","0.000019372151655261405","0.017572574317455292","291.5","287","296","0.0242047293959331","0.000022458156308857724","0.12123645097017288","291.5","287","296","0.01248275799680414","0.000020573821529978886","0.07244949042797089","291.5","287","296","0.020336683392088162","0.000023704116756562144","0.16462035477161407","291.5","287","296","0.010050558717557579","0.00001623596835997887","0.05769271031022072","291.5","287","296","0.011464222995709861","0.00006172376015456393","0.11152970790863037","291.5","287","296","0.00022101484501035884","0.000011992795407422818","0.0014763782965019345"
"29","302","298","306","0.007952060837043164","0.000049753263738239184","0.06639338284730911","302","298","306","0.014869892030320544","0.00003915328125003725","0.04836198687553406","302","298","306","0.013583160266736942","0.000011476978215796407","0.10450705140829086","302","298","306","0.00331562029876093","0.000021217776520643383","0.013060744851827621","302","298","306","0.018831494705712732","0.00005492931813932955","0.14609025418758392","302","298","306","0.010445748305452677","0.000059985330153722316","0.09190253913402557","302","298","306","0.028746616970036283","0.00011213264951948076","0.1349218487739563","302","298","306","0.009506452188563545","0.000023058471924741752","0.08352290838956833","302","298","306","0.018189020735412162","0.0000544534414075315","0.08009510487318039","302","298","306","0.020058140929500548","0.000029296305001480505","0.0925804004073143"
"30","312","308","316","0.0002239797433705664","0.00003038664181076456","0.0006467210478149354","312","308","316","0.0034110638775422964","0.00011265184730291367","0.01832331158220768","312","308","316","0.031609895447925536","0.000057718785683391616","0.15209858119487762","312","308","316","0.014508462085763717","0.00004381726466817781","0.11962107568979263","312","308","316","0.011175619749539893","0.00003629877755884081","0.09713216125965118","312","308","316","0.013830544134988385","0.00002548597149143461","0.12383586913347244","312","308","316","0.0017602300641657268","0.000029629358323290944","0.006727027706801891","312","308","316","0.0005845791104851136","0.000009283319741371088","0.0037997046019881964","312","308","316","0.01329320581761648","0.000023134503862820566","0.11718914657831192","312","308","316","0.0014722772537222933","0.000020522440536296926","0.006545075681060553"
