"epoch","lstm_eeg_51 - _step","lstm_eeg_51 - _step__MIN","lstm_eeg_51 - _step__MAX","lstm_eeg_51 - train/loss","lstm_eeg_51 - train/loss__MIN","lstm_eeg_51 - train/loss__MAX","lstm_eeg_50 - _step","lstm_eeg_50 - _step__MIN","lstm_eeg_50 - _step__MAX","lstm_eeg_50 - train/loss","lstm_eeg_50 - train/loss__MIN","lstm_eeg_50 - train/loss__MAX","lstm_eeg_49 - _step","lstm_eeg_49 - _step__MIN","lstm_eeg_49 - _step__MAX","lstm_eeg_49 - train/loss","lstm_eeg_49 - train/loss__MIN","lstm_eeg_49 - train/loss__MAX","lstm_eeg_48 - _step","lstm_eeg_48 - _step__MIN","lstm_eeg_48 - _step__MAX","lstm_eeg_48 - train/loss","lstm_eeg_48 - train/loss__MIN","lstm_eeg_48 - train/loss__MAX","lstm_eeg_47 - _step","lstm_eeg_47 - _step__MIN","lstm_eeg_47 - _step__MAX","lstm_eeg_47 - train/loss","lstm_eeg_47 - train/loss__MIN","lstm_eeg_47 - train/loss__MAX","lstm_eeg_46 - _step","lstm_eeg_46 - _step__MIN","lstm_eeg_46 - _step__MAX","lstm_eeg_46 - train/loss","lstm_eeg_46 - train/loss__MIN","lstm_eeg_46 - train/loss__MAX","lstm_eeg_45 - _step","lstm_eeg_45 - _step__MIN","lstm_eeg_45 - _step__MAX","lstm_eeg_45 - train/loss","lstm_eeg_45 - train/loss__MIN","lstm_eeg_45 - train/loss__MAX","lstm_eeg_44 - _step","lstm_eeg_44 - _step__MIN","lstm_eeg_44 - _step__MAX","lstm_eeg_44 - train/loss","lstm_eeg_44 - train/loss__MIN","lstm_eeg_44 - train/loss__MAX","lstm_eeg_43 - _step","lstm_eeg_43 - _step__MIN","lstm_eeg_43 - _step__MAX","lstm_eeg_43 - train/loss","lstm_eeg_43 - train/loss__MIN","lstm_eeg_43 - train/loss__MAX","lstm_eeg_42 - _step","lstm_eeg_42 - _step__MIN","lstm_eeg_42 - _step__MAX","lstm_eeg_42 - train/loss","lstm_eeg_42 - train/loss__MIN","lstm_eeg_42 - train/loss__MAX"
"69","149","149","149","0.4519256353378296","0.4519256353378296","0.4519256353378296","149","149","149","0.6188849210739136","0.6188849210739136","0.6188849210739136","149","149","149","0.4321233630180359","0.4321233630180359","0.4321233630180359","149","149","149","0.5428957343101501","0.5428957343101501","0.5428957343101501","149","149","149","0.7119544744491577","0.7119544744491577","0.7119544744491577","149","149","149","0.5287551879882812","0.5287551879882812","0.5287551879882812","149","149","149","0.5252487063407898","0.5252487063407898","0.5252487063407898","149","149","149","0.47164076566696167","0.47164076566696167","0.47164076566696167","149","149","149","0.593697726726532","0.593697726726532","0.593697726726532","149","149","149","0.632408618927002","0.632408618927002","0.632408618927002"
"70","151","151","151","0.5946645736694336","0.5946645736694336","0.5946645736694336","151","151","151","0.6314934492111206","0.6314934492111206","0.6314934492111206","151","151","151","0.5340269804000854","0.5340269804000854","0.5340269804000854","151","151","151","0.526232123374939","0.526232123374939","0.526232123374939","151","151","151","0.5267481803894043","0.5267481803894043","0.5267481803894043","151","151","151","0.5590120553970337","0.5590120553970337","0.5590120553970337","151","151","151","0.5414562225341797","0.5414562225341797","0.5414562225341797","151","151","151","0.5153617262840271","0.5153617262840271","0.5153617262840271","151","151","151","0.5303447842597961","0.5303447842597961","0.5303447842597961","151","151","151","0.5461536645889282","0.5461536645889282","0.5461536645889282"
"71","153","153","153","0.5071398615837097","0.5071398615837097","0.5071398615837097","153","153","153","0.4609210789203644","0.4609210789203644","0.4609210789203644","153","153","153","0.5088480710983276","0.5088480710983276","0.5088480710983276","153","153","153","0.556939423084259","0.556939423084259","0.556939423084259","153","153","153","0.4058549404144287","0.4058549404144287","0.4058549404144287","153","153","153","0.5046045780181885","0.5046045780181885","0.5046045780181885","153","153","153","0.5484496355056763","0.5484496355056763","0.5484496355056763","153","153","153","0.41218721866607666","0.41218721866607666","0.41218721866607666","153","153","153","0.5922752022743225","0.5922752022743225","0.5922752022743225","153","153","153","0.47315549850463867","0.47315549850463867","0.47315549850463867"
"72","155","155","155","0.6094468832015991","0.6094468832015991","0.6094468832015991","155","155","155","0.5486360788345337","0.5486360788345337","0.5486360788345337","155","155","155","0.5785865783691406","0.5785865783691406","0.5785865783691406","155","155","155","0.5374885201454163","0.5374885201454163","0.5374885201454163","155","155","155","0.4788481891155243","0.4788481891155243","0.4788481891155243","155","155","155","0.6577877998352051","0.6577877998352051","0.6577877998352051","155","155","155","0.5203860998153687","0.5203860998153687","0.5203860998153687","155","155","155","0.4945047199726105","0.4945047199726105","0.4945047199726105","155","155","155","0.5774437189102173","0.5774437189102173","0.5774437189102173","155","155","155","0.40558603405952454","0.40558603405952454","0.40558603405952454"
"73","157","157","157","0.3709094524383545","0.3709094524383545","0.3709094524383545","157","157","157","0.5306363105773926","0.5306363105773926","0.5306363105773926","157","157","157","0.4580737054347992","0.4580737054347992","0.4580737054347992","157","157","157","0.5135138034820557","0.5135138034820557","0.5135138034820557","157","157","157","0.5767394304275513","0.5767394304275513","0.5767394304275513","157","157","157","0.48316794633865356","0.48316794633865356","0.48316794633865356","157","157","157","0.5474432110786438","0.5474432110786438","0.5474432110786438","157","157","157","0.4813348650932312","0.4813348650932312","0.4813348650932312","157","157","157","0.4557560384273529","0.4557560384273529","0.4557560384273529","157","157","157","0.6139765977859497","0.6139765977859497","0.6139765977859497"
"74","159.5","159","160","0.539710745215416","0.4739017188549042","0.6055197715759277","159.5","159","160","0.5400144457817078","0.5159218311309814","0.5641070604324341","159.5","159","160","0.5367201715707779","0.48308899998664856","0.5903513431549072","159.5","159","160","0.5186125934123993","0.4761809706687927","0.5610442161560059","159.5","159","160","0.5353820323944092","0.5280794501304626","0.5426846146583557","159.5","159","160","0.490987628698349","0.46458691358566284","0.5173883438110352","159.5","159","160","0.5288040935993195","0.48224443197250366","0.5753637552261353","159.5","159","160","0.4988925904035568","0.4643155038356781","0.5334696769714355","159.5","159","160","0.5487272143363953","0.49865537881851196","0.5987990498542786","159.5","159","160","0.5677657723426819","0.5549728870391846","0.5805586576461792"
"75","162","162","162","0.4803652763366699","0.4803652763366699","0.4803652763366699","162","162","162","0.5499401092529297","0.5499401092529297","0.5499401092529297","162","162","162","0.62604820728302","0.62604820728302","0.62604820728302","162","162","162","0.5653694868087769","0.5653694868087769","0.5653694868087769","162","162","162","0.511452317237854","0.511452317237854","0.511452317237854","162","162","162","0.5048507452011108","0.5048507452011108","0.5048507452011108","162","162","162","0.5095228552818298","0.5095228552818298","0.5095228552818298","162","162","162","0.6000506281852722","0.6000506281852722","0.6000506281852722","162","162","162","0.5042005777359009","0.5042005777359009","0.5042005777359009","162","162","162","0.4868624210357666","0.4868624210357666","0.4868624210357666"
"76","164","164","164","0.5037091970443726","0.5037091970443726","0.5037091970443726","164","164","164","0.49009332060813904","0.49009332060813904","0.49009332060813904","164","164","164","0.584060549736023","0.584060549736023","0.584060549736023","164","164","164","0.5439431071281433","0.5439431071281433","0.5439431071281433","164","164","164","0.5095322728157043","0.5095322728157043","0.5095322728157043","164","164","164","0.4752746820449829","0.4752746820449829","0.4752746820449829","164","164","164","0.5176630020141602","0.5176630020141602","0.5176630020141602","164","164","164","0.44933196902275085","0.44933196902275085","0.44933196902275085","164","164","164","0.5204458236694336","0.5204458236694336","0.5204458236694336","164","164","164","0.5553655624389648","0.5553655624389648","0.5553655624389648"
"77","166","166","166","0.4827582538127899","0.4827582538127899","0.4827582538127899","166","166","166","0.42111116647720337","0.42111116647720337","0.42111116647720337","166","166","166","0.6275870203971863","0.6275870203971863","0.6275870203971863","166","166","166","0.42675092816352844","0.42675092816352844","0.42675092816352844","166","166","166","0.5400363206863403","0.5400363206863403","0.5400363206863403","166","166","166","0.5098652243614197","0.5098652243614197","0.5098652243614197","166","166","166","0.4676516056060791","0.4676516056060791","0.4676516056060791","166","166","166","0.4967632293701172","0.4967632293701172","0.4967632293701172","166","166","166","0.603445291519165","0.603445291519165","0.603445291519165","166","166","166","0.5140155553817749","0.5140155553817749","0.5140155553817749"
"78","168","168","168","0.6312611103057861","0.6312611103057861","0.6312611103057861","168","168","168","0.5294225215911865","0.5294225215911865","0.5294225215911865","168","168","168","0.47387659549713135","0.47387659549713135","0.47387659549713135","168","168","168","0.537597119808197","0.537597119808197","0.537597119808197","168","168","168","0.47613412141799927","0.47613412141799927","0.47613412141799927","168","168","168","0.46194353699684143","0.46194353699684143","0.46194353699684143","168","168","168","0.538591742515564","0.538591742515564","0.538591742515564","168","168","168","0.536989688873291","0.536989688873291","0.536989688873291","168","168","168","0.5821351408958435","0.5821351408958435","0.5821351408958435","168","168","168","0.47858503460884094","0.47858503460884094","0.47858503460884094"
"79","170","170","170","0.4512554407119751","0.4512554407119751","0.4512554407119751","170","170","170","0.5551883578300476","0.5551883578300476","0.5551883578300476","170","170","170","0.6121602058410645","0.6121602058410645","0.6121602058410645","170","170","170","0.4774624705314636","0.4774624705314636","0.4774624705314636","170","170","170","0.4924093186855316","0.4924093186855316","0.4924093186855316","170","170","170","0.5292922258377075","0.5292922258377075","0.5292922258377075","170","170","170","0.6018587946891785","0.6018587946891785","0.6018587946891785","170","170","170","0.6038799285888672","0.6038799285888672","0.6038799285888672","170","170","170","0.5032601356506348","0.5032601356506348","0.5032601356506348","170","170","170","0.5101645588874817","0.5101645588874817","0.5101645588874817"
"80","172","172","172","0.5401487946510315","0.5401487946510315","0.5401487946510315","172","172","172","0.595315158367157","0.595315158367157","0.595315158367157","172","172","172","0.46227705478668213","0.46227705478668213","0.46227705478668213","172","172","172","0.5764878988265991","0.5764878988265991","0.5764878988265991","172","172","172","0.5438736081123352","0.5438736081123352","0.5438736081123352","172","172","172","0.5745652914047241","0.5745652914047241","0.5745652914047241","172","172","172","0.4943806827068329","0.4943806827068329","0.4943806827068329","172","172","172","0.4738580882549286","0.4738580882549286","0.4738580882549286","172","172","172","0.38944682478904724","0.38944682478904724","0.38944682478904724","172","172","172","0.46969395875930786","0.46969395875930786","0.46969395875930786"
"81","174.5","174","175","0.5236949324607849","0.4522293210029602","0.5951605439186096","174.5","174","175","0.48697689175605774","0.4807586073875427","0.49319517612457275","174.5","174","175","0.5326479524374008","0.4917806088924408","0.5735152959823608","174.5","174","175","0.5641880035400391","0.5318808555603027","0.5964951515197754","174.5","174","175","0.47723454236984253","0.46581408381462097","0.4886550009250641","174.5","174","175","0.5860803723335266","0.5799704790115356","0.5921902656555176","174.5","174","175","0.5731931030750275","0.5188091397285461","0.6275770664215088","174.5","174","175","0.533763512969017","0.49494704604148865","0.5725799798965454","174.5","174","175","0.4840429425239563","0.4582231044769287","0.5098627805709839","174.5","174","175","0.5498848259449005","0.5204498767852783","0.5793197751045227"
"82","177","177","177","0.5798519849777222","0.5798519849777222","0.5798519849777222","177","177","177","0.4474964141845703","0.4474964141845703","0.4474964141845703","177","177","177","0.6156765818595886","0.6156765818595886","0.6156765818595886","177","177","177","0.54166179895401","0.54166179895401","0.54166179895401","177","177","177","0.43226301670074463","0.43226301670074463","0.43226301670074463","177","177","177","0.5183725357055664","0.5183725357055664","0.5183725357055664","177","177","177","0.4784945547580719","0.4784945547580719","0.4784945547580719","177","177","177","0.5469443202018738","0.5469443202018738","0.5469443202018738","177","177","177","0.4402550458908081","0.4402550458908081","0.4402550458908081","177","177","177","0.6306650638580322","0.6306650638580322","0.6306650638580322"
"83","179","179","179","0.5137857794761658","0.5137857794761658","0.5137857794761658","179","179","179","0.5762910842895508","0.5762910842895508","0.5762910842895508","179","179","179","0.5434132814407349","0.5434132814407349","0.5434132814407349","179","179","179","0.43465548753738403","0.43465548753738403","0.43465548753738403","179","179","179","0.48076626658439636","0.48076626658439636","0.48076626658439636","179","179","179","0.4904370903968811","0.4904370903968811","0.4904370903968811","179","179","179","0.43065905570983887","0.43065905570983887","0.43065905570983887","179","179","179","0.5027137994766235","0.5027137994766235","0.5027137994766235","179","179","179","0.5720350742340088","0.5720350742340088","0.5720350742340088","179","179","179","0.475538969039917","0.475538969039917","0.475538969039917"
"84","181","181","181","0.48922061920166016","0.48922061920166016","0.48922061920166016","181","181","181","0.585271418094635","0.585271418094635","0.585271418094635","181","181","181","0.4954593777656555","0.4954593777656555","0.4954593777656555","181","181","181","0.4569440186023712","0.4569440186023712","0.4569440186023712","181","181","181","0.5289243459701538","0.5289243459701538","0.5289243459701538","181","181","181","0.5058773756027222","0.5058773756027222","0.5058773756027222","181","181","181","0.5455331802368164","0.5455331802368164","0.5455331802368164","181","181","181","0.505914032459259","0.505914032459259","0.505914032459259","181","181","181","0.43944764137268066","0.43944764137268066","0.43944764137268066","181","181","181","0.5137299299240112","0.5137299299240112","0.5137299299240112"
"85","183","183","183","0.4836929440498352","0.4836929440498352","0.4836929440498352","183","183","183","0.4281863868236542","0.4281863868236542","0.4281863868236542","183","183","183","0.5464184284210205","0.5464184284210205","0.5464184284210205","183","183","183","0.4991091191768646","0.4991091191768646","0.4991091191768646","183","183","183","0.5090618133544922","0.5090618133544922","0.5090618133544922","183","183","183","0.5282052755355835","0.5282052755355835","0.5282052755355835","183","183","183","0.564716100692749","0.564716100692749","0.564716100692749","183","183","183","0.44089311361312866","0.44089311361312866","0.44089311361312866","183","183","183","0.45090776681900024","0.45090776681900024","0.45090776681900024","183","183","183","0.5258917808532715","0.5258917808532715","0.5258917808532715"
"86","185","185","185","0.49233049154281616","0.49233049154281616","0.49233049154281616","185","185","185","0.4826124906539917","0.4826124906539917","0.4826124906539917","185","185","185","0.5624755620956421","0.5624755620956421","0.5624755620956421","185","185","185","0.49260827898979187","0.49260827898979187","0.49260827898979187","185","185","185","0.5528339743614197","0.5528339743614197","0.5528339743614197","185","185","185","0.5517365336418152","0.5517365336418152","0.5517365336418152","185","185","185","0.49441081285476685","0.49441081285476685","0.49441081285476685","185","185","185","0.4899944067001343","0.4899944067001343","0.4899944067001343","185","185","185","0.5006636381149292","0.5006636381149292","0.5006636381149292","185","185","185","0.5325385332107544","0.5325385332107544","0.5325385332107544"
"87","187.5","187","188","0.5015567690134048","0.4880349934101105","0.5150785446166992","187.5","187","188","0.5094441026449203","0.41178271174430847","0.6071054935455322","187.5","187","188","0.49131591618061066","0.48170801997184753","0.5009238123893738","187.5","187","188","0.4768359661102295","0.47021108865737915","0.48346084356307983","187.5","187","188","0.5040940642356873","0.4949895143508911","0.5131986141204834","187.5","187","188","0.5295637547969818","0.5199065804481506","0.539220929145813","187.5","187","188","0.5146602839231491","0.4630982577800751","0.5662223100662231","187.5","187","188","0.514136016368866","0.5092728137969971","0.5189992189407349","187.5","187","188","0.4698696583509445","0.4491925537586212","0.4905467629432678","187.5","187","188","0.5150177180767059","0.49678462743759155","0.5332508087158203"
"88","190","190","190","0.5208262801170349","0.5208262801170349","0.5208262801170349","190","190","190","0.5231462121009827","0.5231462121009827","0.5231462121009827","190","190","190","0.5338791608810425","0.5338791608810425","0.5338791608810425","190","190","190","0.5539382696151733","0.5539382696151733","0.5539382696151733","190","190","190","0.5495303869247437","0.5495303869247437","0.5495303869247437","190","190","190","0.500425398349762","0.500425398349762","0.500425398349762","190","190","190","0.5465867519378662","0.5465867519378662","0.5465867519378662","190","190","190","0.4806765913963318","0.4806765913963318","0.4806765913963318","190","190","190","0.5790809988975525","0.5790809988975525","0.5790809988975525","190","190","190","0.5162302851676941","0.5162302851676941","0.5162302851676941"
"89","192","192","192","0.4649621248245239","0.4649621248245239","0.4649621248245239","192","192","192","0.46051424741744995","0.46051424741744995","0.46051424741744995","192","192","192","0.5007261037826538","0.5007261037826538","0.5007261037826538","192","192","192","0.5264033079147339","0.5264033079147339","0.5264033079147339","192","192","192","0.39722973108291626","0.39722973108291626","0.39722973108291626","192","192","192","0.613233208656311","0.613233208656311","0.613233208656311","192","192","192","0.5486990213394165","0.5486990213394165","0.5486990213394165","192","192","192","0.6417800188064575","0.6417800188064575","0.6417800188064575","192","192","192","0.41198286414146423","0.41198286414146423","0.41198286414146423","192","192","192","0.47405460476875305","0.47405460476875305","0.47405460476875305"
"90","194","194","194","0.4624025821685791","0.4624025821685791","0.4624025821685791","194","194","194","0.5117321014404297","0.5117321014404297","0.5117321014404297","194","194","194","0.49216651916503906","0.49216651916503906","0.49216651916503906","194","194","194","0.4963449239730835","0.4963449239730835","0.4963449239730835","194","194","194","0.5659710168838501","0.5659710168838501","0.5659710168838501","194","194","194","0.4819815158843994","0.4819815158843994","0.4819815158843994","194","194","194","0.46296218037605286","0.46296218037605286","0.46296218037605286","194","194","194","0.46562907099723816","0.46562907099723816","0.46562907099723816","194","194","194","0.49876710772514343","0.49876710772514343","0.49876710772514343","194","194","194","0.5289030075073242","0.5289030075073242","0.5289030075073242"
"91","196","196","196","0.509415864944458","0.509415864944458","0.509415864944458","196","196","196","0.5429080128669739","0.5429080128669739","0.5429080128669739","196","196","196","0.4960900545120239","0.4960900545120239","0.4960900545120239","196","196","196","0.4916589856147766","0.4916589856147766","0.4916589856147766","196","196","196","0.5019873380661011","0.5019873380661011","0.5019873380661011","196","196","196","0.48761364817619324","0.48761364817619324","0.48761364817619324","196","196","196","0.5067554116249084","0.5067554116249084","0.5067554116249084","196","196","196","0.5422110557556152","0.5422110557556152","0.5422110557556152","196","196","196","0.5758049488067627","0.5758049488067627","0.5758049488067627","196","196","196","0.4703535735607147","0.4703535735607147","0.4703535735607147"
"92","198","198","198","0.6051362752914429","0.6051362752914429","0.6051362752914429","198","198","198","0.5808857083320618","0.5808857083320618","0.5808857083320618","198","198","198","0.43127161264419556","0.43127161264419556","0.43127161264419556","198","198","198","0.466098427772522","0.466098427772522","0.466098427772522","198","198","198","0.5664078593254089","0.5664078593254089","0.5664078593254089","198","198","198","0.5376561284065247","0.5376561284065247","0.5376561284065247","198","198","198","0.5161551237106323","0.5161551237106323","0.5161551237106323","198","198","198","0.40076249837875366","0.40076249837875366","0.40076249837875366","198","198","198","0.5780352354049683","0.5780352354049683","0.5780352354049683","198","198","198","0.5132570266723633","0.5132570266723633","0.5132570266723633"
"93","200.5","200","201","0.5159412920475006","0.5012262463569641","0.5306563377380371","200.5","200","201","0.5710740089416504","0.5616220235824585","0.5805259943008423","200.5","200","201","0.555789589881897","0.5535483956336975","0.5580307841300964","200.5","200","201","0.5290590822696686","0.5016059279441833","0.5565122365951538","200.5","200","201","0.4708627462387085","0.4686630964279175","0.4730623960494995","200.5","200","201","0.5301857590675354","0.52813321352005","0.5322383046150208","200.5","200","201","0.46110498905181885","0.415477991104126","0.5067319869995117","200.5","200","201","0.5098761022090912","0.48955368995666504","0.5301985144615173","200.5","200","201","0.5247833132743835","0.5243632793426514","0.5252033472061157","200.5","200","201","0.49824845790863037","0.42142224311828613","0.5750746726989746"
"94","203","203","203","0.5024212002754211","0.5024212002754211","0.5024212002754211","203","203","203","0.5103009939193726","0.5103009939193726","0.5103009939193726","203","203","203","0.4782307744026184","0.4782307744026184","0.4782307744026184","203","203","203","0.5734087228775024","0.5734087228775024","0.5734087228775024","203","203","203","0.4590042233467102","0.4590042233467102","0.4590042233467102","203","203","203","0.4685732424259186","0.4685732424259186","0.4685732424259186","203","203","203","0.5226421356201172","0.5226421356201172","0.5226421356201172","203","203","203","0.3907279074192047","0.3907279074192047","0.3907279074192047","203","203","203","0.5622619390487671","0.5622619390487671","0.5622619390487671","203","203","203","0.45667868852615356","0.45667868852615356","0.45667868852615356"
"95","205","205","205","0.5766947865486145","0.5766947865486145","0.5766947865486145","205","205","205","0.626999020576477","0.626999020576477","0.626999020576477","205","205","205","0.4599493741989136","0.4599493741989136","0.4599493741989136","205","205","205","0.502918004989624","0.502918004989624","0.502918004989624","205","205","205","0.4973243176937103","0.4973243176937103","0.4973243176937103","205","205","205","0.5287559032440186","0.5287559032440186","0.5287559032440186","205","205","205","0.49020636081695557","0.49020636081695557","0.49020636081695557","205","205","205","0.43842583894729614","0.43842583894729614","0.43842583894729614","205","205","205","0.47492140531539917","0.47492140531539917","0.47492140531539917","205","205","205","0.5068386793136597","0.5068386793136597","0.5068386793136597"
"96","207","207","207","0.4884421229362488","0.4884421229362488","0.4884421229362488","207","207","207","0.5485355854034424","0.5485355854034424","0.5485355854034424","207","207","207","0.5848500728607178","0.5848500728607178","0.5848500728607178","207","207","207","0.49747318029403687","0.49747318029403687","0.49747318029403687","207","207","207","0.43598687648773193","0.43598687648773193","0.43598687648773193","207","207","207","0.45392554998397827","0.45392554998397827","0.45392554998397827","207","207","207","0.47721970081329346","0.47721970081329346","0.47721970081329346","207","207","207","0.46496307849884033","0.46496307849884033","0.46496307849884033","207","207","207","0.5290718078613281","0.5290718078613281","0.5290718078613281","207","207","207","0.5367180109024048","0.5367180109024048","0.5367180109024048"
"97","209","209","209","0.5289902687072754","0.5289902687072754","0.5289902687072754","209","209","209","0.5061577558517456","0.5061577558517456","0.5061577558517456","209","209","209","0.49221718311309814","0.49221718311309814","0.49221718311309814","209","209","209","0.4556271731853485","0.4556271731853485","0.4556271731853485","209","209","209","0.4262693524360657","0.4262693524360657","0.4262693524360657","209","209","209","0.4430721402168274","0.4430721402168274","0.4430721402168274","209","209","209","0.5010820627212524","0.5010820627212524","0.5010820627212524","209","209","209","0.5043144822120667","0.5043144822120667","0.5043144822120667","209","209","209","0.4482691287994385","0.4482691287994385","0.4482691287994385","209","209","209","0.45062533020973206","0.45062533020973206","0.45062533020973206"
"98","211","211","211","0.4545448124408722","0.4545448124408722","0.4545448124408722","211","211","211","0.40572869777679443","0.40572869777679443","0.40572869777679443","211","211","211","0.5368682146072388","0.5368682146072388","0.5368682146072388","211","211","211","0.46731191873550415","0.46731191873550415","0.46731191873550415","211","211","211","0.4773046672344208","0.4773046672344208","0.4773046672344208","211","211","211","0.49998050928115845","0.49998050928115845","0.49998050928115845","211","211","211","0.4785711169242859","0.4785711169242859","0.4785711169242859","211","211","211","0.443395733833313","0.443395733833313","0.443395733833313","211","211","211","0.44190672039985657","0.44190672039985657","0.44190672039985657","211","211","211","0.49727946519851685","0.49727946519851685","0.49727946519851685"
"99","213.5","213","214","0.4615756869316101","0.4424399733543396","0.4807114005088806","213.5","213","214","0.49112066626548767","0.4904826283454895","0.49175870418548584","213.5","213","214","0.5252450108528137","0.47724032402038574","0.5732496976852417","213.5","213","214","0.5474086105823517","0.5368930697441101","0.5579241514205933","213.5","213","214","0.5000894367694855","0.4700356125831604","0.5301432609558105","213.5","213","214","0.5280512869358063","0.5259808897972107","0.5301216840744019","213.5","213","214","0.5236313045024872","0.4989592432975769","0.5483033657073975","213.5","213","214","0.4917408525943756","0.4410986304283142","0.542383074760437","213.5","213","214","0.49135686457157135","0.47206911444664","0.5106446146965027","213.5","213","214","0.5443899631500244","0.5241879224777222","0.5645920038223267"
"100","216","216","216","0.4147171974182129","0.4147171974182129","0.4147171974182129","216","216","216","0.4722011387348175","0.4722011387348175","0.4722011387348175","216","216","216","0.43511414527893066","0.43511414527893066","0.43511414527893066","216","216","216","0.5043561458587646","0.5043561458587646","0.5043561458587646","216","216","216","0.6211961507797241","0.6211961507797241","0.6211961507797241","216","216","216","0.49658671021461487","0.49658671021461487","0.49658671021461487","216","216","216","0.4385751485824585","0.4385751485824585","0.4385751485824585","216","216","216","0.4613601565361023","0.4613601565361023","0.4613601565361023","216","216","216","0.4788745045661926","0.4788745045661926","0.4788745045661926","216","216","216","0.43935340642929077","0.43935340642929077","0.43935340642929077"
"101","218","218","218","0.5005769729614258","0.5005769729614258","0.5005769729614258","218","218","218","0.569639265537262","0.569639265537262","0.569639265537262","218","218","218","0.5015700459480286","0.5015700459480286","0.5015700459480286","218","218","218","0.4998154938220978","0.4998154938220978","0.4998154938220978","218","218","218","0.4953939616680145","0.4953939616680145","0.4953939616680145","218","218","218","0.48721054196357727","0.48721054196357727","0.48721054196357727","218","218","218","0.4833742082118988","0.4833742082118988","0.4833742082118988","218","218","218","0.49745097756385803","0.49745097756385803","0.49745097756385803","218","218","218","0.49163615703582764","0.49163615703582764","0.49163615703582764","218","218","218","0.4998803436756134","0.4998803436756134","0.4998803436756134"
"102","220","220","220","0.49517837166786194","0.49517837166786194","0.49517837166786194","220","220","220","0.5400306582450867","0.5400306582450867","0.5400306582450867","220","220","220","0.5302280187606812","0.5302280187606812","0.5302280187606812","220","220","220","0.42768949270248413","0.42768949270248413","0.42768949270248413","220","220","220","0.4814213216304779","0.4814213216304779","0.4814213216304779","220","220","220","0.4846371114253998","0.4846371114253998","0.4846371114253998","220","220","220","0.5646802186965942","0.5646802186965942","0.5646802186965942","220","220","220","0.45767247676849365","0.45767247676849365","0.45767247676849365","220","220","220","0.42052894830703735","0.42052894830703735","0.42052894830703735","220","220","220","0.48780882358551025","0.48780882358551025","0.48780882358551025"
"103","222","222","222","0.33912795782089233","0.33912795782089233","0.33912795782089233","222","222","222","0.4731629192829132","0.4731629192829132","0.4731629192829132","222","222","222","0.4819021224975586","0.4819021224975586","0.4819021224975586","222","222","222","0.6391057968139648","0.6391057968139648","0.6391057968139648","222","222","222","0.4639303684234619","0.4639303684234619","0.4639303684234619","222","222","222","0.41892117261886597","0.41892117261886597","0.41892117261886597","222","222","222","0.60975182056427","0.60975182056427","0.60975182056427","222","222","222","0.46334290504455566","0.46334290504455566","0.46334290504455566","222","222","222","0.5415835380554199","0.5415835380554199","0.5415835380554199","222","222","222","0.46864789724349976","0.46864789724349976","0.46864789724349976"
"104","224","224","224","0.42795276641845703","0.42795276641845703","0.42795276641845703","224","224","224","0.4512585401535034","0.4512585401535034","0.4512585401535034","224","224","224","0.45810967683792114","0.45810967683792114","0.45810967683792114","224","224","224","0.5536664128303528","0.5536664128303528","0.5536664128303528","224","224","224","0.5303221940994263","0.5303221940994263","0.5303221940994263","224","224","224","0.49757421016693115","0.49757421016693115","0.49757421016693115","224","224","224","0.4816918671131134","0.4816918671131134","0.4816918671131134","224","224","224","0.39082008600234985","0.39082008600234985","0.39082008600234985","224","224","224","0.4746360778808594","0.4746360778808594","0.4746360778808594","224","224","224","0.49456843733787537","0.49456843733787537","0.49456843733787537"
"105","226","226","226","0.5364898443222046","0.5364898443222046","0.5364898443222046","226","226","226","0.4555378556251526","0.4555378556251526","0.4555378556251526","226","226","226","0.47385329008102417","0.47385329008102417","0.47385329008102417","226","226","226","0.5007809400558472","0.5007809400558472","0.5007809400558472","226","226","226","0.43157780170440674","0.43157780170440674","0.43157780170440674","226","226","226","0.3839816451072693","0.3839816451072693","0.3839816451072693","226","226","226","0.5851916670799255","0.5851916670799255","0.5851916670799255","226","226","226","0.5137025117874146","0.5137025117874146","0.5137025117874146","226","226","226","0.5002729892730713","0.5002729892730713","0.5002729892730713","226","226","226","0.4893205761909485","0.4893205761909485","0.4893205761909485"
"106","228.5","228","229","0.487422913312912","0.4840902090072632","0.4907556176185608","228.5","228","229","0.5240955799818039","0.4802323281764984","0.5679588317871094","228.5","228","229","0.5432818681001663","0.475901335477829","0.6106624007225037","228.5","228","229","0.4611769914627075","0.4249236583709717","0.49743032455444336","228.5","228","229","0.4818439185619354","0.4116274118423462","0.5520604252815247","228.5","228","229","0.5379833281040192","0.4842320680618286","0.5917345881462097","228.5","228","229","0.4331096112728119","0.4078128933906555","0.45840632915496826","228.5","228","229","0.4364203214645386","0.414323627948761","0.45851701498031616","228.5","228","229","0.5224554538726807","0.4541386365890503","0.590772271156311","228.5","228","229","0.4902859777212143","0.4868822395801544","0.49368971586227417"
