"epoch","lstm_eeg_51 - _step","lstm_eeg_51 - _step__MIN","lstm_eeg_51 - _step__MAX","lstm_eeg_51 - train/loss","lstm_eeg_51 - train/loss__MIN","lstm_eeg_51 - train/loss__MAX","lstm_eeg_50 - _step","lstm_eeg_50 - _step__MIN","lstm_eeg_50 - _step__MAX","lstm_eeg_50 - train/loss","lstm_eeg_50 - train/loss__MIN","lstm_eeg_50 - train/loss__MAX","lstm_eeg_49 - _step","lstm_eeg_49 - _step__MIN","lstm_eeg_49 - _step__MAX","lstm_eeg_49 - train/loss","lstm_eeg_49 - train/loss__MIN","lstm_eeg_49 - train/loss__MAX","lstm_eeg_48 - _step","lstm_eeg_48 - _step__MIN","lstm_eeg_48 - _step__MAX","lstm_eeg_48 - train/loss","lstm_eeg_48 - train/loss__MIN","lstm_eeg_48 - train/loss__MAX","lstm_eeg_47 - _step","lstm_eeg_47 - _step__MIN","lstm_eeg_47 - _step__MAX","lstm_eeg_47 - train/loss","lstm_eeg_47 - train/loss__MIN","lstm_eeg_47 - train/loss__MAX","lstm_eeg_46 - _step","lstm_eeg_46 - _step__MIN","lstm_eeg_46 - _step__MAX","lstm_eeg_46 - train/loss","lstm_eeg_46 - train/loss__MIN","lstm_eeg_46 - train/loss__MAX","lstm_eeg_45 - _step","lstm_eeg_45 - _step__MIN","lstm_eeg_45 - _step__MAX","lstm_eeg_45 - train/loss","lstm_eeg_45 - train/loss__MIN","lstm_eeg_45 - train/loss__MAX","lstm_eeg_44 - _step","lstm_eeg_44 - _step__MIN","lstm_eeg_44 - _step__MAX","lstm_eeg_44 - train/loss","lstm_eeg_44 - train/loss__MIN","lstm_eeg_44 - train/loss__MAX","lstm_eeg_43 - _step","lstm_eeg_43 - _step__MIN","lstm_eeg_43 - _step__MAX","lstm_eeg_43 - train/loss","lstm_eeg_43 - train/loss__MIN","lstm_eeg_43 - train/loss__MAX","lstm_eeg_42 - _step","lstm_eeg_42 - _step__MIN","lstm_eeg_42 - _step__MAX","lstm_eeg_42 - train/loss","lstm_eeg_42 - train/loss__MIN","lstm_eeg_42 - train/loss__MAX"
"10","21","21","21","0.6806517839431763","0.6806517839431763","0.6806517839431763","21","21","21","0.6920064687728882","0.6920064687728882","0.6920064687728882","21","21","21","0.6726884245872498","0.6726884245872498","0.6726884245872498","21","21","21","0.688796877861023","0.688796877861023","0.688796877861023","21","21","21","0.6809442043304443","0.6809442043304443","0.6809442043304443","21","21","21","0.7036780118942261","0.7036780118942261","0.7036780118942261","21","21","21","0.6748368740081787","0.6748368740081787","0.6748368740081787","21","21","21","0.6615015864372253","0.6615015864372253","0.6615015864372253","21","21","21","0.6788745522499084","0.6788745522499084","0.6788745522499084","21","21","21","0.6800391674041748","0.6800391674041748","0.6800391674041748"
"11","23","23","23","0.7209620475769043","0.7209620475769043","0.7209620475769043","23","23","23","0.6892708539962769","0.6892708539962769","0.6892708539962769","23","23","23","0.6832068562507629","0.6832068562507629","0.6832068562507629","23","23","23","0.693534791469574","0.693534791469574","0.693534791469574","23","23","23","0.684065580368042","0.684065580368042","0.684065580368042","23","23","23","0.6902093887329102","0.6902093887329102","0.6902093887329102","23","23","23","0.6852163076400757","0.6852163076400757","0.6852163076400757","23","23","23","0.6886193752288818","0.6886193752288818","0.6886193752288818","23","23","23","0.6800789833068848","0.6800789833068848","0.6800789833068848","23","23","23","0.6844273209571838","0.6844273209571838","0.6844273209571838"
"12","25.5","25","26","0.6883702874183655","0.686339259147644","0.6904013156890869","25.5","25","26","0.6838848292827606","0.6778029799461365","0.6899666786193848","25.5","25","26","0.6815788447856903","0.6648865938186646","0.6982710957527161","25.5","25","26","0.7220342457294464","0.6958222389221191","0.7482462525367737","25.5","25","26","0.681930273771286","0.6732141375541687","0.6906464099884033","25.5","25","26","0.6784139573574066","0.6736792325973511","0.6831486821174622","25.5","25","26","0.6815290749073029","0.6794342398643494","0.6836239099502563","25.5","25","26","0.6626763641834259","0.6609175801277161","0.6644351482391357","25.5","25","26","0.6907483041286469","0.6895462870597839","0.6919503211975098","25.5","25","26","0.7147717177867889","0.7111398577690125","0.7184035778045654"
"13","28","28","28","0.6756317615509033","0.6756317615509033","0.6756317615509033","28","28","28","0.6725917458534241","0.6725917458534241","0.6725917458534241","28","28","28","0.6954705119132996","0.6954705119132996","0.6954705119132996","28","28","28","0.651852011680603","0.651852011680603","0.651852011680603","28","28","28","0.6789795160293579","0.6789795160293579","0.6789795160293579","28","28","28","0.701858401298523","0.701858401298523","0.701858401298523","28","28","28","0.6817823648452759","0.6817823648452759","0.6817823648452759","28","28","28","0.7089329361915588","0.7089329361915588","0.7089329361915588","28","28","28","0.6543588638305664","0.6543588638305664","0.6543588638305664","28","28","28","0.6631847620010376","0.6631847620010376","0.6631847620010376"
"14","30","30","30","0.654413640499115","0.654413640499115","0.654413640499115","30","30","30","0.6897605657577515","0.6897605657577515","0.6897605657577515","30","30","30","0.6753585934638977","0.6753585934638977","0.6753585934638977","30","30","30","0.6598742604255676","0.6598742604255676","0.6598742604255676","30","30","30","0.6208533048629761","0.6208533048629761","0.6208533048629761","30","30","30","0.6884407997131348","0.6884407997131348","0.6884407997131348","30","30","30","0.6613812446594238","0.6613812446594238","0.6613812446594238","30","30","30","0.6742666959762573","0.6742666959762573","0.6742666959762573","30","30","30","0.6984921097755432","0.6984921097755432","0.6984921097755432","30","30","30","0.6882807016372681","0.6882807016372681","0.6882807016372681"
"15","32","32","32","0.5989766120910645","0.5989766120910645","0.5989766120910645","32","32","32","0.6883158683776855","0.6883158683776855","0.6883158683776855","32","32","32","0.7223816514015198","0.7223816514015198","0.7223816514015198","32","32","32","0.6635977029800415","0.6635977029800415","0.6635977029800415","32","32","32","0.681198000907898","0.681198000907898","0.681198000907898","32","32","32","0.7030957937240601","0.7030957937240601","0.7030957937240601","32","32","32","0.6811405420303345","0.6811405420303345","0.6811405420303345","32","32","32","0.7234876155853271","0.7234876155853271","0.7234876155853271","32","32","32","0.707144558429718","0.707144558429718","0.707144558429718","32","32","32","0.639305591583252","0.639305591583252","0.639305591583252"
"16","34","34","34","0.6456478834152222","0.6456478834152222","0.6456478834152222","34","34","34","0.6819090843200684","0.6819090843200684","0.6819090843200684","34","34","34","0.673060417175293","0.673060417175293","0.673060417175293","34","34","34","0.6909311413764954","0.6909311413764954","0.6909311413764954","34","34","34","0.6673213243484497","0.6673213243484497","0.6673213243484497","34","34","34","0.6882508993148804","0.6882508993148804","0.6882508993148804","34","34","34","0.6489195823669434","0.6489195823669434","0.6489195823669434","34","34","34","0.6892055869102478","0.6892055869102478","0.6892055869102478","34","34","34","0.6305370926856995","0.6305370926856995","0.6305370926856995","34","34","34","0.6652168035507202","0.6652168035507202","0.6652168035507202"
"17","36","36","36","0.6984917521476746","0.6984917521476746","0.6984917521476746","36","36","36","0.6385562419891357","0.6385562419891357","0.6385562419891357","36","36","36","0.66069495677948","0.66069495677948","0.66069495677948","36","36","36","0.6826481819152832","0.6826481819152832","0.6826481819152832","36","36","36","0.7005383372306824","0.7005383372306824","0.7005383372306824","36","36","36","0.6307999491691589","0.6307999491691589","0.6307999491691589","36","36","36","0.6574618816375732","0.6574618816375732","0.6574618816375732","36","36","36","0.6477096080780029","0.6477096080780029","0.6477096080780029","36","36","36","0.6354995965957642","0.6354995965957642","0.6354995965957642","36","36","36","0.6697839498519897","0.6697839498519897","0.6697839498519897"
"18","38.5","38","39","0.6748872697353363","0.6562101244926453","0.6935644149780273","38.5","38","39","0.6448576748371124","0.643581211566925","0.6461341381072998","38.5","38","39","0.6514287292957306","0.625004231929779","0.6778532266616821","38.5","38","39","0.6875741481781006","0.6685737371444702","0.706574559211731","38.5","38","39","0.6557602882385254","0.6539406776428223","0.6575798988342285","38.5","38","39","0.6141701936721802","0.6093419790267944","0.6189984083175659","38.5","38","39","0.6624493598937988","0.6115416884422302","0.7133570313453674","38.5","38","39","0.6563151478767395","0.6518628597259521","0.6607674360275269","38.5","38","39","0.679606556892395","0.6330828666687012","0.7261302471160889","38.5","38","39","0.6333335041999817","0.6210809946060181","0.6455860137939453"
"19","41","41","41","0.7061465978622437","0.7061465978622437","0.7061465978622437","41","41","41","0.6701395511627197","0.6701395511627197","0.6701395511627197","41","41","41","0.6923338770866394","0.6923338770866394","0.6923338770866394","41","41","41","0.6590933203697205","0.6590933203697205","0.6590933203697205","41","41","41","0.6561794281005859","0.6561794281005859","0.6561794281005859","41","41","41","0.6726206541061401","0.6726206541061401","0.6726206541061401","41","41","41","0.6697303056716919","0.6697303056716919","0.6697303056716919","41","41","41","0.6833337545394897","0.6833337545394897","0.6833337545394897","41","41","41","0.6486579775810242","0.6486579775810242","0.6486579775810242","41","41","41","0.6326954364776611","0.6326954364776611","0.6326954364776611"
"20","43","43","43","0.6460669040679932","0.6460669040679932","0.6460669040679932","43","43","43","0.6578444838523865","0.6578444838523865","0.6578444838523865","43","43","43","0.647373378276825","0.647373378276825","0.647373378276825","43","43","43","0.6666115522384644","0.6666115522384644","0.6666115522384644","43","43","43","0.6522252559661865","0.6522252559661865","0.6522252559661865","43","43","43","0.6261460185050964","0.6261460185050964","0.6261460185050964","43","43","43","0.6227556467056274","0.6227556467056274","0.6227556467056274","43","43","43","0.6572223901748657","0.6572223901748657","0.6572223901748657","43","43","43","0.7226819396018982","0.7226819396018982","0.7226819396018982","43","43","43","0.6456282138824463","0.6456282138824463","0.6456282138824463"
"21","45","45","45","0.608870267868042","0.608870267868042","0.608870267868042","45","45","45","0.6728000044822693","0.6728000044822693","0.6728000044822693","45","45","45","0.6289926767349243","0.6289926767349243","0.6289926767349243","45","45","45","0.6479163765907288","0.6479163765907288","0.6479163765907288","45","45","45","0.6443527936935425","0.6443527936935425","0.6443527936935425","45","45","45","0.6109927296638489","0.6109927296638489","0.6109927296638489","45","45","45","0.6480283737182617","0.6480283737182617","0.6480283737182617","45","45","45","0.6854757070541382","0.6854757070541382","0.6854757070541382","45","45","45","0.6355197429656982","0.6355197429656982","0.6355197429656982","45","45","45","0.686292290687561","0.686292290687561","0.686292290687561"
"22","47","47","47","0.6985472440719604","0.6985472440719604","0.6985472440719604","47","47","47","0.6960158348083496","0.6960158348083496","0.6960158348083496","47","47","47","0.6123399138450623","0.6123399138450623","0.6123399138450623","47","47","47","0.6641925573348999","0.6641925573348999","0.6641925573348999","47","47","47","0.6692227125167847","0.6692227125167847","0.6692227125167847","47","47","47","0.6252168416976929","0.6252168416976929","0.6252168416976929","47","47","47","0.6963174939155579","0.6963174939155579","0.6963174939155579","47","47","47","0.6375563144683838","0.6375563144683838","0.6375563144683838","47","47","47","0.6273179650306702","0.6273179650306702","0.6273179650306702","47","47","47","0.6197999119758606","0.6197999119758606","0.6197999119758606"
"23","49","49","49","0.6434295773506165","0.6434295773506165","0.6434295773506165","49","49","49","0.6006474494934082","0.6006474494934082","0.6006474494934082","49","49","49","0.5965351462364197","0.5965351462364197","0.5965351462364197","49","49","49","0.5731958746910095","0.5731958746910095","0.5731958746910095","49","49","49","0.6773370504379272","0.6773370504379272","0.6773370504379272","49","49","49","0.6711423993110657","0.6711423993110657","0.6711423993110657","49","49","49","0.6207627058029175","0.6207627058029175","0.6207627058029175","49","49","49","0.6279668807983398","0.6279668807983398","0.6279668807983398","49","49","49","0.6205943822860718","0.6205943822860718","0.6205943822860718","49","49","49","0.6030193567276001","0.6030193567276001","0.6030193567276001"
"24","51.5","51","52","0.6356989443302155","0.6161143183708191","0.6552835702896118","51.5","51","52","0.6484922170639038","0.6247836351394653","0.6722007989883423","51.5","51","52","0.6484781503677368","0.6164975166320801","0.6804587841033936","51.5","51","52","0.598587304353714","0.5929645299911499","0.6042100787162781","51.5","51","52","0.6857586205005646","0.658029317855835","0.7134879231452942","51.5","51","52","0.6173970699310303","0.6039450764656067","0.6308490633964539","51.5","51","52","0.6680970788002014","0.6608304977416992","0.6753636598587036","51.5","51","52","0.61456698179245","0.6124030947685242","0.6167308688163757","51.5","51","52","0.6295840740203857","0.6077498197555542","0.6514183282852173","51.5","51","52","0.6641149520874023","0.6232238411903381","0.7050060629844666"
"25","54","54","54","0.5890774726867676","0.5890774726867676","0.5890774726867676","54","54","54","0.6985141038894653","0.6985141038894653","0.6985141038894653","54","54","54","0.6623179316520691","0.6623179316520691","0.6623179316520691","54","54","54","0.5980539321899414","0.5980539321899414","0.5980539321899414","54","54","54","0.6465006470680237","0.6465006470680237","0.6465006470680237","54","54","54","0.606799840927124","0.606799840927124","0.606799840927124","54","54","54","0.6363421082496643","0.6363421082496643","0.6363421082496643","54","54","54","0.6522002220153809","0.6522002220153809","0.6522002220153809","54","54","54","0.691580593585968","0.691580593585968","0.691580593585968","54","54","54","0.6425011157989502","0.6425011157989502","0.6425011157989502"
"26","56","56","56","0.6216399669647217","0.6216399669647217","0.6216399669647217","56","56","56","0.6436036825180054","0.6436036825180054","0.6436036825180054","56","56","56","0.6685303449630737","0.6685303449630737","0.6685303449630737","56","56","56","0.593061625957489","0.593061625957489","0.593061625957489","56","56","56","0.6664348244667053","0.6664348244667053","0.6664348244667053","56","56","56","0.6777174472808838","0.6777174472808838","0.6777174472808838","56","56","56","0.597723662853241","0.597723662853241","0.597723662853241","56","56","56","0.651054859161377","0.651054859161377","0.651054859161377","56","56","56","0.6813929080963135","0.6813929080963135","0.6813929080963135","56","56","56","0.6329980492591858","0.6329980492591858","0.6329980492591858"
"27","58","58","58","0.6265908479690552","0.6265908479690552","0.6265908479690552","58","58","58","0.6179171800613403","0.6179171800613403","0.6179171800613403","58","58","58","0.6348320245742798","0.6348320245742798","0.6348320245742798","58","58","58","0.6626092791557312","0.6626092791557312","0.6626092791557312","58","58","58","0.6509473323822021","0.6509473323822021","0.6509473323822021","58","58","58","0.5495775938034058","0.5495775938034058","0.5495775938034058","58","58","58","0.6183704137802124","0.6183704137802124","0.6183704137802124","58","58","58","0.737183690071106","0.737183690071106","0.737183690071106","58","58","58","0.6473483443260193","0.6473483443260193","0.6473483443260193","58","58","58","0.693091630935669","0.693091630935669","0.693091630935669"
"28","60","60","60","0.6426130533218384","0.6426130533218384","0.6426130533218384","60","60","60","0.6463853120803833","0.6463853120803833","0.6463853120803833","60","60","60","0.6709044575691223","0.6709044575691223","0.6709044575691223","60","60","60","0.6199349164962769","0.6199349164962769","0.6199349164962769","60","60","60","0.6124924421310425","0.6124924421310425","0.6124924421310425","60","60","60","0.6685223579406738","0.6685223579406738","0.6685223579406738","60","60","60","0.6412827968597412","0.6412827968597412","0.6412827968597412","60","60","60","0.6321353912353516","0.6321353912353516","0.6321353912353516","60","60","60","0.6175390481948853","0.6175390481948853","0.6175390481948853","60","60","60","0.6144503355026245","0.6144503355026245","0.6144503355026245"
"29","62","62","62","0.6429919004440308","0.6429919004440308","0.6429919004440308","62","62","62","0.6362605690956116","0.6362605690956116","0.6362605690956116","62","62","62","0.5922617316246033","0.5922617316246033","0.5922617316246033","62","62","62","0.6625456809997559","0.6625456809997559","0.6625456809997559","62","62","62","0.6123577356338501","0.6123577356338501","0.6123577356338501","62","62","62","0.6177669763565063","0.6177669763565063","0.6177669763565063","62","62","62","0.5934539437294006","0.5934539437294006","0.5934539437294006","62","62","62","0.6133385300636292","0.6133385300636292","0.6133385300636292","62","62","62","0.6325167417526245","0.6325167417526245","0.6325167417526245","62","62","62","0.7050104737281799","0.7050104737281799","0.7050104737281799"
"30","64","64","64","0.5952606797218323","0.5952606797218323","0.5952606797218323","64","64","64","0.5852125883102417","0.5852125883102417","0.5852125883102417","64","64","64","0.6088367104530334","0.6088367104530334","0.6088367104530334","64","64","64","0.6136008501052856","0.6136008501052856","0.6136008501052856","64","64","64","0.6357831954956055","0.6357831954956055","0.6357831954956055","64","64","64","0.6149974465370178","0.6149974465370178","0.6149974465370178","64","64","64","0.6959809064865112","0.6959809064865112","0.6959809064865112","64","64","64","0.6303173303604126","0.6303173303604126","0.6303173303604126","64","64","64","0.6819064617156982","0.6819064617156982","0.6819064617156982","64","64","64","0.6356985569000244","0.6356985569000244","0.6356985569000244"
"31","66.5","66","67","0.660663366317749","0.6159569025039673","0.7053698301315308","66.5","66","67","0.6546472311019897","0.6533541679382324","0.6559402942657471","66.5","66","67","0.6157021224498749","0.5690666437149048","0.662337601184845","66.5","66","67","0.619970828294754","0.6077680587768555","0.6321735978126526","66.5","66","67","0.6327992379665375","0.6140418648719788","0.6515566110610962","66.5","66","67","0.6488176584243774","0.615123987197876","0.6825113296508789","66.5","66","67","0.6197366416454315","0.6046981811523438","0.6347751021385193","66.5","66","67","0.6324676871299744","0.5980055332183838","0.6669298410415649","66.5","66","67","0.6330283284187317","0.6010771989822388","0.6649794578552246","66.5","66","67","0.6073655784130096","0.5791260600090027","0.6356050968170166"
"32","69","69","69","0.61241614818573","0.61241614818573","0.61241614818573","69","69","69","0.5759018659591675","0.5759018659591675","0.5759018659591675","69","69","69","0.6071712970733643","0.6071712970733643","0.6071712970733643","69","69","69","0.5902553796768188","0.5902553796768188","0.5902553796768188","69","69","69","0.6078314781188965","0.6078314781188965","0.6078314781188965","69","69","69","0.5945197343826294","0.5945197343826294","0.5945197343826294","69","69","69","0.5961535573005676","0.5961535573005676","0.5961535573005676","69","69","69","0.5860482454299927","0.5860482454299927","0.5860482454299927","69","69","69","0.6240094304084778","0.6240094304084778","0.6240094304084778","69","69","69","0.6991820335388184","0.6991820335388184","0.6991820335388184"
"33","71","71","71","0.6136166453361511","0.6136166453361511","0.6136166453361511","71","71","71","0.6277260184288025","0.6277260184288025","0.6277260184288025","71","71","71","0.5848050713539124","0.5848050713539124","0.5848050713539124","71","71","71","0.6049110889434814","0.6049110889434814","0.6049110889434814","71","71","71","0.5533150434494019","0.5533150434494019","0.5533150434494019","71","71","71","0.6036880612373352","0.6036880612373352","0.6036880612373352","71","71","71","0.5831423401832581","0.5831423401832581","0.5831423401832581","71","71","71","0.6170626878738403","0.6170626878738403","0.6170626878738403","71","71","71","0.5967325568199158","0.5967325568199158","0.5967325568199158","71","71","71","0.6726536154747009","0.6726536154747009","0.6726536154747009"
"34","73","73","73","0.6331600546836853","0.6331600546836853","0.6331600546836853","73","73","73","0.6487535238265991","0.6487535238265991","0.6487535238265991","73","73","73","0.7034233212471008","0.7034233212471008","0.7034233212471008","73","73","73","0.6397287845611572","0.6397287845611572","0.6397287845611572","73","73","73","0.6140744686126709","0.6140744686126709","0.6140744686126709","73","73","73","0.6348905563354492","0.6348905563354492","0.6348905563354492","73","73","73","0.6084886789321899","0.6084886789321899","0.6084886789321899","73","73","73","0.6315772533416748","0.6315772533416748","0.6315772533416748","73","73","73","0.6291235089302063","0.6291235089302063","0.6291235089302063","73","73","73","0.5647322535514832","0.5647322535514832","0.5647322535514832"
