"Actual","Predicted","_defaultColorIndex","id","nPredictions","name"
"fist","fist","15","x55uud0r","7039","lstm_300_50_final_51"
"fist","noGesture","15","x55uud0r","4","lstm_300_50_final_51"
"fist","open","15","x55uud0r","136","lstm_300_50_final_51"
"fist","pinch","15","x55uud0r","288","lstm_300_50_final_51"
"fist","waveIn","15","x55uud0r","169","lstm_300_50_final_51"
"fist","waveOut","15","x55uud0r","14","lstm_300_50_final_51"
"noGesture","fist","15","x55uud0r","0","lstm_300_50_final_51"
"noGesture","noGesture","15","x55uud0r","7544","lstm_300_50_final_51"
"noGesture","open","15","x55uud0r","3","lstm_300_50_final_51"
"noGesture","pinch","15","x55uud0r","47","lstm_300_50_final_51"
"noGesture","waveIn","15","x55uud0r","49","lstm_300_50_final_51"
"noGesture","waveOut","15","x55uud0r","7","lstm_300_50_final_51"
"open","fist","15","x55uud0r","82","lstm_300_50_final_51"
"open","noGesture","15","x55uud0r","7","lstm_300_50_final_51"
"open","open","15","x55uud0r","6455","lstm_300_50_final_51"
"open","pinch","15","x55uud0r","535","lstm_300_50_final_51"
"open","waveIn","15","x55uud0r","75","lstm_300_50_final_51"
"open","waveOut","15","x55uud0r","496","lstm_300_50_final_51"
"pinch","fist","15","x55uud0r","199","lstm_300_50_final_51"
"pinch","noGesture","15","x55uud0r","32","lstm_300_50_final_51"
"pinch","open","15","x55uud0r","338","lstm_300_50_final_51"
"pinch","pinch","15","x55uud0r","6882","lstm_300_50_final_51"
"pinch","waveIn","15","x55uud0r","99","lstm_300_50_final_51"
"pinch","waveOut","15","x55uud0r","100","lstm_300_50_final_51"
"waveIn","fist","15","x55uud0r","237","lstm_300_50_final_51"
"waveIn","noGesture","15","x55uud0r","15","lstm_300_50_final_51"
"waveIn","open","15","x55uud0r","59","lstm_300_50_final_51"
"waveIn","pinch","15","x55uud0r","117","lstm_300_50_final_51"
"waveIn","waveIn","15","x55uud0r","7160","lstm_300_50_final_51"
"waveIn","waveOut","15","x55uud0r","62","lstm_300_50_final_51"
"waveOut","fist","15","x55uud0r","3","lstm_300_50_final_51"
"waveOut","noGesture","15","x55uud0r","9","lstm_300_50_final_51"
"waveOut","open","15","x55uud0r","670","lstm_300_50_final_51"
"waveOut","pinch","15","x55uud0r","83","lstm_300_50_final_51"
"waveOut","waveIn","15","x55uud0r","56","lstm_300_50_final_51"
"waveOut","waveOut","15","x55uud0r","6829","lstm_300_50_final_51"
"fist","fist","14","11vaopeb","7068","lstm_300_50_final_50"
"fist","noGesture","14","11vaopeb","2","lstm_300_50_final_50"
"fist","open","14","11vaopeb","155","lstm_300_50_final_50"
"fist","pinch","14","11vaopeb","274","lstm_300_50_final_50"
"fist","waveIn","14","11vaopeb","135","lstm_300_50_final_50"
"fist","waveOut","14","11vaopeb","16","lstm_300_50_final_50"
"noGesture","fist","14","11vaopeb","2","lstm_300_50_final_50"
"noGesture","noGesture","14","11vaopeb","7542","lstm_300_50_final_50"
"noGesture","open","14","11vaopeb","8","lstm_300_50_final_50"
"noGesture","pinch","14","11vaopeb","41","lstm_300_50_final_50"
"noGesture","waveIn","14","11vaopeb","53","lstm_300_50_final_50"
"noGesture","waveOut","14","11vaopeb","4","lstm_300_50_final_50"
"open","fist","14","11vaopeb","81","lstm_300_50_final_50"
"open","noGesture","14","11vaopeb","11","lstm_300_50_final_50"
"open","open","14","11vaopeb","6415","lstm_300_50_final_50"
"open","pinch","14","11vaopeb","588","lstm_300_50_final_50"
"open","waveIn","14","11vaopeb","59","lstm_300_50_final_50"
"open","waveOut","14","11vaopeb","496","lstm_300_50_final_50"
"pinch","fist","14","11vaopeb","274","lstm_300_50_final_50"
"pinch","noGesture","14","11vaopeb","38","lstm_300_50_final_50"
"pinch","open","14","11vaopeb","346","lstm_300_50_final_50"
"pinch","pinch","14","11vaopeb","6830","lstm_300_50_final_50"
"pinch","waveIn","14","11vaopeb","80","lstm_300_50_final_50"
"pinch","waveOut","14","11vaopeb","82","lstm_300_50_final_50"
"waveIn","fist","14","11vaopeb","311","lstm_300_50_final_50"
"waveIn","noGesture","14","11vaopeb","19","lstm_300_50_final_50"
"waveIn","open","14","11vaopeb","54","lstm_300_50_final_50"
"waveIn","pinch","14","11vaopeb","138","lstm_300_50_final_50"
"waveIn","waveIn","14","11vaopeb","7075","lstm_300_50_final_50"
"waveIn","waveOut","14","11vaopeb","53","lstm_300_50_final_50"
"waveOut","fist","14","11vaopeb","10","lstm_300_50_final_50"
"waveOut","noGesture","14","11vaopeb","11","lstm_300_50_final_50"
"waveOut","open","14","11vaopeb","605","lstm_300_50_final_50"
"waveOut","pinch","14","11vaopeb","70","lstm_300_50_final_50"
"waveOut","waveIn","14","11vaopeb","61","lstm_300_50_final_50"
"waveOut","waveOut","14","11vaopeb","6893","lstm_300_50_final_50"
"fist","fist","13","9zgrtjc1","7068","lstm_300_50_final_49"
"fist","noGesture","13","9zgrtjc1","3","lstm_300_50_final_49"
"fist","open","13","9zgrtjc1","138","lstm_300_50_final_49"
"fist","pinch","13","9zgrtjc1","277","lstm_300_50_final_49"
"fist","waveIn","13","9zgrtjc1","149","lstm_300_50_final_49"
"fist","waveOut","13","9zgrtjc1","15","lstm_300_50_final_49"
"noGesture","fist","13","9zgrtjc1","1","lstm_300_50_final_49"
"noGesture","noGesture","13","9zgrtjc1","7537","lstm_300_50_final_49"
"noGesture","open","13","9zgrtjc1","4","lstm_300_50_final_49"
"noGesture","pinch","13","9zgrtjc1","44","lstm_300_50_final_49"
"noGesture","waveIn","13","9zgrtjc1","51","lstm_300_50_final_49"
"noGesture","waveOut","13","9zgrtjc1","13","lstm_300_50_final_49"
"open","fist","13","9zgrtjc1","95","lstm_300_50_final_49"
"open","noGesture","13","9zgrtjc1","12","lstm_300_50_final_49"
"open","open","13","9zgrtjc1","6367","lstm_300_50_final_49"
"open","pinch","13","9zgrtjc1","572","lstm_300_50_final_49"
